createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,initial_supply,receiver_list
2020-10-17,0x944258a95b6237c50592aa9ac77458a79683c28b,aifarm.finance,AIF,Wrapped Ether,WETH,0x2586252870ec2df7dd2de90f096f9a277c3a2e9d,aifarm.finance,AIF,18,144,0xf65a68ca4f22dc00ed7a526918da03211ff40e61,144,1000.0,3.16e-16,100.0,3.21e-15,1602951470,2020-10-17 16:17,burn,1602951470,2020-10-17 16:17,506.7710376,3.21e-15,-1.0,15.35277778,True,1602951470,2,139,2,0.0139860139860139,0.972027972027972,0.0139860139860139,0.0549765556215319,0.3949302811277872,0.1873707487868302,109,30,3.5161290322580645,48839,158.11388300841895,0xf65a68ca4f22dc00ed7a526918da03211ff40e61,100.0,0.0,158.11388300841895,10000.0,[{'address': '0xf65a68ca4f22dc00ed7a526918da03211ff40e61'}]
2020-10-17,0x61728cb9f6ba4735092ef3561a9c58c329a8060c,YearnX.finance,YFF,Wrapped Ether,WETH,0x34eb336aa35a8f1a52d3c74f9aaec7a73e84417e,YearnX.finance,YFF,18,89,0x290a6057360fd864edfe3eb0a4bf2ad3fba0bdb6,89,100000.0,4.76e-15,120.0,2.12e-16,1602951476,2020-10-17 16:17,burn,1602951476,2020-10-17 16:17,366.1887879,2.12e-16,-1.0,12.80944444,True,1602951476,1,86,1,0.0113636363636363,0.9772727272727272,0.0113636363636363,0.0,0.3824566318787794,0.0804090495202073,67,19,3.35,42831,1732.0508075688772,0x290a6057360fd864edfe3eb0a4bf2ad3fba0bdb6,100.0,0.0,1732.0508075688772,1000000.0,[{'address': '0x290a6057360fd864edfe3eb0a4bf2ad3fba0bdb6'}]
2020-10-17,0x677689004e576bf3ba693c868e38e5eed698e816,IFS Finance,IFS,Wrapped Ether,WETH,0xa64f030ccaed6fc42189f86c7075da5a85a91027,IFS Finance,IFS,8,12,0x4050f2fe89b4070c790801925bd2c88f0eb1b683,12,10000.0,1e-08,16.0,4.56e-12,1602960072,2020-10-17 18:41,burn,1602960072,2020-10-17 18:41,18.22605045,4.56e-12,-1.0,2.563611111,True,1602960072,1,10,0,0.0909090909090909,0.9090909090909092,0.0,0.0,0.5301954924666916,0.0,7,3,1.75,8031,0.003999999999999,0x4050f2fe89b4070c790801925bd2c88f0eb1b683,100.0,0.0,0.003999999999999,1000000.0,[{'address': '0x4050f2fe89b4070c790801925bd2c88f0eb1b683'}]
2020-10-17,0xaa8825d79fabaff06b46ea6ce15dd3f599ab85f6,swirgepay.com,SWIRGE,Wrapped Ether,WETH,0x4ebca7bae026c40cbced6a0e36deff6773c3ddbc,swirgepay.com,SWIRGE,18,9,0x25d90ff68cd9f7dbd43d11a872febf770b59ba29,9,32000000.0,1.14e-12,21.0,1e-18,1602961941,2020-10-17 19:12,burn,1602961941,2020-10-17 19:12,22.7713101,1e-18,-1.0,3.135,True,1602961941,1,7,0,0.125,0.875,0.0,0.0,0.5012847179738162,0.0,7,0,7.0,8173,25922.96279363144,0x25d90ff68cd9f7dbd43d11a872febf770b59ba29,100.0,0.0,25922.96279363144,80000000.0,[{'address': '0x25d90ff68cd9f7dbd43d11a872febf770b59ba29'}]
2020-10-17,0x76b060cd7913148342b05c2759bca48d41af0421,glitch.finance,GLITCHED,Wrapped Ether,WETH,0x2872d417bdd892c664176e5298af13f15851a52f,glitch.finance,GLITCHED,18,90,0x4519d1401412c21c6449f2ac4887d75a8fc2f937,90,20000.0,4.84e-15,12.5,2.1e-16,1602963572,2020-10-17 19:39,burn,1602963572,2020-10-17 19:39,100.4292094,2.1e-16,-1.0,2.101666667,True,1602963572,1,87,1,0.0112359550561797,0.9775280898876404,0.0112359550561797,0.0,0.521494708994709,0.8559854497354498,74,13,5.285714285714286,6048,480.0,0x4519d1401412c21c6449f2ac4887d75a8fc2f937,100.0,0.0,480.0,20000.0,[{'address': '0x4519d1401412c21c6449f2ac4887d75a8fc2f937'}]
2020-10-17,0x17665319d536bacfe2edf7a1af4a3e437371058a,t.me/melektoken,MELEK,Wrapped Ether,WETH,0x3479be4683f1946d7d28ee76ad425c6b1659a6d4,t.me/melektoken,MELEK,8,68,0xe37318ad4aeb016d84191703461fc4a3e90e594e,68,480.0,1.46944605,15.0,0.0444,1602974895,2020-10-17 22:48,burn,1602974895,2020-10-17 22:48,14.8052096,0.044415629000000005,-0.997,3.979166667,True,1602974895,1,66,0,0.0149253731343283,0.9850746268656716,0.0,0.0,0.1011071312276131,0.0,34,32,1.0303030303030305,6142,0.0008485281374228,0xe37318ad4aeb016d84191703461fc4a3e90e594e,100.0,0.0,0.0008485281374228,500.0,[{'address': '0xe37318ad4aeb016d84191703461fc4a3e90e594e'}]
2020-10-11,0x694b1920bbe9cb6310d2c855d35f6532583831d7,7Day.finance,7Day,Wrapped Ether,WETH,0x8a0cc55c455bf83fed5549f1631d98f4505fc142,7Day.finance,7Day,18,531,0x37206a47fc78cfc20e5ffc8598ccbe114bc4877c,531,828.75,10.35851274,17.0,0.013,1602976585,2020-10-17 23:16,burn,1602976585,2020-10-17 23:16,4.332098087,0.012996294,-0.997,150.07305559999998,True,1602976585,3,526,1,0.0056603773584905,0.9924528301886792,0.0018867924528301,0.1389715953744246,0.1278724598630291,0.5624003592679915,280,246,1.1336032388663968,445350,118.696040372036,0x37206a47fc78cfc20e5ffc8598ccbe114bc4877c,100.0,0.0,118.696040372036,20000.0,[{'address': '0xeb7bed59fee1d44229791bba88d47bfded750e7d'}]
2020-10-17,0xd79f244176f402ef23320fac2065f9ff46c412aa,Cryptocurrency one,CONE,Wrapped Ether,WETH,0xb044ce75042b0ca7f10fb2dd1997e484cc2f56a2,Cryptocurrency one,CONE,18,10,0x9256102bcb6214e18eb219c344bff54ddc95e74e,10,0.8,1.97e-16,4.0,5.1e-15,1602978129,2020-10-17 23:42,burn,1602978129,2020-10-17 23:42,9.129,5.1e-15,-1.0,10.93583333,True,1602978129,1,8,0,0.1111111111111111,0.8888888888888888,0.0,0.0,0.8390307226308957,0.0,8,0,8.0,2311,1.7888543819998308,0x9256102bcb6214e18eb219c344bff54ddc95e74e,100.0,0.0,1.7888543819998308,1.0,[{'address': '0x9256102bcb6214e18eb219c344bff54ddc95e74e'}]
2020-10-17,0x48326c45d88825c7ce2b71bdf2a682877f5faeee,protocolagora.finance,AGRFI,Wrapped Ether,WETH,0x175312f784d2318c9a56b04c3e87503e7dc40d13,protocolagora.finance,AGRFI,18,8,0x9237c72383767d20b464a3e5b54a34879d51a248,8,50000.0,4.52e-14,22.0,2.3e-17,1602978780,2020-10-17 23:53,burn,1602978780,2020-10-17 23:53,23.1948256,2.3e-17,-1.0,2.468055556,True,1602978780,1,6,0,0.1428571428571428,0.8571428571428571,0.0,0.0,0.4388756298064174,0.0,6,0,6.0,7542,1048.8088481701516,0x9237c72383767d20b464a3e5b54a34879d51a248,100.0,0.0,1048.8088481701516,99999.99999999999,[{'address': '0x9237c72383767d20b464a3e5b54a34879d51a248'}]
2020-10-17,0x9c920ab3678396f1ac1e6592b8eacc524aa25470,efg.finance,EFG,Wrapped Ether,WETH,0x0c483e8eb818a2b0a2e7f6635ee951f7f2e23553,efg.finance,EFG,8,19,0x4050f2fe89b4070c790801925bd2c88f0eb1b683,19,100000.0,1e-08,15.0,1.5e-12,1602979471,2020-10-18 0:04,burn,1602979471,2020-10-18 0:04,18.3357483,1.5e-12,-1.0,5.014444444,True,1602979471,1,17,0,0.0555555555555555,0.9444444444444444,0.0,0.0,0.2201193520886615,0.0,12,5,2.0,17595,0.0122474487139148,0x4050f2fe89b4070c790801925bd2c88f0eb1b683,100.0,0.0,0.0122474487139148,10000000.0,[{'address': '0x4050f2fe89b4070c790801925bd2c88f0eb1b683'}]
2020-10-17,0xddc894f4605161f3acc4ce00d917392974242416,Core Finance Revamp,RCORE,Wrapped Ether,WETH,0x5beebbf63d5bc2c0afe8acad2187e866661906a2,Core Finance Revamp,RCORE,18,9,0x13d97fafd8a4680968a1414f72a48c20669a1af0,9,10000.0,1.34e-14,56.0,7.5e-17,1602984201,2020-10-18 1:23,burn,1602984201,2020-10-18 1:23,56.01479049,7.5e-17,-1.0,1.395277778,True,1602984201,1,7,0,0.125,0.875,0.0,0.0,0.4747126436781609,0.0,3,4,0.6,870,748.331477354788,0x13d97fafd8a4680968a1414f72a48c20669a1af0,100.0,0.0,748.331477354788,10000.0,[{'address': '0x13d97fafd8a4680968a1414f72a48c20669a1af0'}]
2020-10-17,0x2915ceeb4cd58d242281934ffaffa2a75a90ff59,Wrapped Ether,WETH,Pandora Reserve,PARE,0xe813e764f9800f20a834f70cd4379a92118fbd19,Pandora Reserve,PARE,18,14,0x872e39e11247954a95a917e4df76dd7e3f54cbe9,14,100000.0,4.320000000000001e-13,0.4,3e-18,1602984875,2020-10-18 1:34,burn,1602984875,2020-10-18 1:34,0.466529477,3e-18,-1.0,2.165555556,True,1602984875,1,12,0,0.0769230769230769,0.9230769230769232,0.0,0.0,0.2539349422875131,0.0,7,5,1.1666666666666667,7624,200.0,0x872e39e11247954a95a917e4df76dd7e3f54cbe9,100.0,0.0,200.0,99999.99999999999,[{'address': '0x872e39e11247954a95a917e4df76dd7e3f54cbe9'}]
2020-10-17,0x59ace1726d34809ceca5326d0bd8f357972a868f,ExCore,EXCORE,Wrapped Ether,WETH,0x1ff3d987cc26054825b363ecf402e2f5dd96e598,ExCore,EXCORE,18,71,0xfaf00ec4e76be9a98f78775fc2ad0098f2934f24,71,7500.0,4.5e-15,150.0,2.2299999999999998e-16,1602985189,2020-10-18 1:39,burn,1602985189,2020-10-18 1:39,236.1567476,2.2299999999999998e-16,-1.0,16.17111111,True,1602985189,1,69,0,0.0142857142857142,0.9857142857142858,0.0,0.0,0.1782595603733815,0.0,53,16,3.117647058823529,13284,1060.6601717798212,0xfaf00ec4e76be9a98f78775fc2ad0098f2934f24,100.0,0.0,1060.6601717798212,10000.0,[{'address': '0xfaf00ec4e76be9a98f78775fc2ad0098f2934f24'}]
2020-10-17,0x8301d16fd67954ac42d988d586b9011d8a8ea7d7,bnex.finance,BNX,Wrapped Ether,WETH,0xb41c74ec4942b0786a0609ad0be531630ff7b4e8,bnex.finance,BNX,18,8,0xba9a0078160068001cc9fac61891cc424b78878f,8,400000.0,6.2e-14,86.0,1.7000000000000002e-17,1602986077,2020-10-18 1:54,burn,1602986077,2020-10-18 1:54,94.66115042,1.7000000000000002e-17,-1.0,4.795833333,True,1602986077,1,6,0,0.1428571428571428,0.8571428571428571,0.0,0.0,0.4472950362520915,0.0,6,0,6.0,1793,5865.151319446072,0xba9a0078160068001cc9fac61891cc424b78878f,100.0,0.0,5865.151319446072,2400000.0,[{'address': '0xba9a0078160068001cc9fac61891cc424b78878f'}]
2020-09-18,0x470fedab02c1117cdc79687da0a1712165361c80,Heart Number,HTN,Wrapped Ether,WETH,0x4b4b1d389d4f4e082b30f75c6319c0ce5acbd619,Heart Number,HTN,18,146,0xde7b5842dd2018db427f2e72565e983e913e0648,146,1000000.0,1909438.123,0.5,0.338,1635008862,2021-10-23 17:07,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1601002305,1,9,0,0.1,0.9,0.0,0.0,0.1750314036830567,0.0,6,3,1.5,121801,707.1067811865477,0x08b7a77770c22f5092042ef60d22375e617efdb6,100.0,0.0,707.1067811865477,10000000000.0,[{'address': '0xde7b5842dd2018db427f2e72565e983e913e0648'}]
2020-10-18,0x7f816e1eca91a6b89b7dccb1d46ecc1ae2949f88,Wrapped Ether,WETH,APY.finance,APY,0xeb4f2aaea6524d407f14e3a55589f2d9e8003bdc,APY.finance,APY,18,12,0x40bfeb59898bcb64c26eb04fbd17815248aa3a46,12,400000.0,6.33e-14,80.0,1.6e-17,1602991968,2020-10-18 3:32,burn,1602991968,2020-10-18 3:32,89.39995839,1.6e-17,-1.0,2.991666667,True,1602991968,1,10,0,0.0909090909090909,0.9090909090909092,0.0,0.0,0.3642922935216456,0.0,9,1,4.5,6514,5656.85424949238,0x40bfeb59898bcb64c26eb04fbd17815248aa3a46,100.0,0.0,5656.85424949238,1000000.0,[{'address': '0x40bfeb59898bcb64c26eb04fbd17815248aa3a46'}]
2020-10-17,0x1ed90c9f9e81f0ea361ddfb8d1919c737c4ff218,NETRO.NETWORK,NETRO,Wrapped Ether,WETH,0x2a6b4a2ba9189025fb199faf4a3229e73c202bf1,NETRO.NETWORK,NETRO,18,9,0x99c51641450f9b14a30c6432523bbfce4fef6357,9,720000.0,7.42e-14,120.0,1.4000000000000006e-17,1602992035,2020-10-18 3:33,burn,1602992035,2020-10-18 3:33,125.2759065,1.4000000000000006e-17,-1.0,15.11722222,True,1602992035,1,7,0,0.125,0.875,0.0,0.0,0.3779637377963737,0.0,6,1,3.0,717,9295.1600308978,0x99c51641450f9b14a30c6432523bbfce4fef6357,100.0,0.0,9295.1600308978,850527.0,[{'address': '0x99c51641450f9b14a30c6432523bbfce4fef6357'}]
2020-10-17,0x8d6fe90266bb5fb6f4b170e55fcf2fa4ecca4ab8,Hermes DAO,HRMS,Wrapped Ether,WETH,0x30da135b27dee761fd1937c177ccf04822c5576b,Hermes DAO,HRMS,18,16,0xb5843ee3937ed89aa84b6c309f2061702e507874,16,180000.0,3.53e-14,115.0,2.8999999999999997e-17,1602992136,2020-10-18 3:35,burn,1602992136,2020-10-18 3:35,128.87471499999998,2.8999999999999997e-17,-1.0,17.36888889,True,1602992136,1,14,0,0.0666666666666666,0.9333333333333332,0.0,0.0,0.1249255462553685,0.0,12,2,4.0,31899,4549.72526643093,0xb5843ee3937ed89aa84b6c309f2061702e507874,100.0,0.0,4549.72526643093,199999.99999999997,[{'address': '0xb5843ee3937ed89aa84b6c309f2061702e507874'}]
2020-10-17,0xd316ee688e4ca1754e18a4c3c2b1950d8cc25aa1,Aeolus DAO,AEO,Wrapped Ether,WETH,0x5983f8ba1dadfa728a5f34058c961b4b7705a4c6,Aeolus DAO,AEO,18,26,0x29cfd8199618380227f43961ebb9f865966063dc,26,190000.0,4.14e-14,70.0,2.5e-17,1602992198,2020-10-18 3:36,burn,1602992198,2020-10-18 3:36,88.08874601,2.5e-17,-1.0,22.83777778,True,1602992198,1,24,0,0.04,0.96,0.0,0.0,0.07935692754270401,0.0,19,5,3.1666666666666665,44785,3646.9165057620935,0x29cfd8199618380227f43961ebb9f865966063dc,100.0,0.0,3646.9165057620935,199999.99999999997,[{'address': '0x29cfd8199618380227f43961ebb9f865966063dc'}]
