createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.decimals,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.decimals,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.decimals,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount
12849781,2021-07-18,0xbadb0de234d05b36b21a024994729d157fca4b61,1.4e-17,7.4589e-05,2.8e-17,5.31169e-14,0.0,32,7.4589e-05,1.4e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,9,0xee28e387b3468077c74d09ebfe9c1531e6d80212,t.me/bu11exv2,BLXv2 🆙,7.4589e-05,32,9,0xee28e387b3468077c74d09ebfe9c1531e6d80212,t.me/bu11exv2,BLXv2 🆙,7.4589e-05,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
12338797,2021-04-30,0x82c4d6cace717c14826052cc0d17850ab30840ef,1.4e-17,7.1911e-14,2.8e-17,8.83343e-14,0.0,32,7.1911e-14,1.4e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xd53dc349df9c52bc5eb3cf07bf90dfaee768d0e5,Covalent,CQT,7.1911e-14,32,18,0xd53dc349df9c52bc5eb3cf07bf90dfaee768d0e5,Covalent,CQT,7.1911e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11490111,2020-12-20,0xe45b83b4d80152a52c5b7a32ce618dc380cb9b57,7.3981e-14,1.4e-17,2.8e-17,1.803e-14,0.0,32,7.3981e-14,1.4e-17,18,0x21ae4fdab2def9cbf46bb9f76bfc705849023f3e,Bonfida,FIDA,7.3981e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x21ae4fdab2def9cbf46bb9f76bfc705849023f3e,Bonfida,FIDA,7.3981e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12540414,2021-05-31,0x3623c1587f71ed534e25548215329391069dee5a,7.5983e-14,1.4e-17,2.8e-17,7.35699e-14,0.0,32,7.5983e-14,1.4e-17,18,0x9eb238a49a3c6d859fa012895a0235129f54608e,Charged Particles,IONX,7.5983e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x9eb238a49a3c6d859fa012895a0235129f54608e,Charged Particles,IONX,7.5983e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
11464045,2020-12-16,0xa2a9289b33cad7017de965ef1a28afe5d7dbbfc3,8.2939e-14,1.3e-17,2.6e-17,1.67265e-14,0.0,32,8.2939e-14,1.3e-17,18,0x9322fb819363a51277eb06de815dd70c1add3a2a,Royale Finance,ROYA,8.2939e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x9322fb819363a51277eb06de815dd70c1add3a2a,Royale Finance,ROYA,8.2939e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12086831,2021-03-22,0xcb589a7b9c0f07665f3d8b0bb59302c91ba6c8ca,1.2e-17,9.0723e-14,2.4e-17,3.78826e-14,0.0,32,9.0723e-14,1.2e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xc5c662cc0c11f8ee1b3c2edbb634802b514c463f,Stonedefi.io,STN,9.0723e-14,32,18,0xc5c662cc0c11f8ee1b3c2edbb634802b514c463f,Stonedefi.io,STN,9.0723e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
10983517,2020-10-03,0x271b9829202430fccba91d392fcb2a06ed2e3c0c,8.5416e-14,1.2e-17,2.4e-17,8.32407e-15,0.0,32,8.5416e-14,1.2e-17,18,0x1cb457edf888a7c7ed023a327bd150a6d306ea33,Funo Network,FUNO,8.5416e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x1cb457edf888a7c7ed023a327bd150a6d306ea33,Funo Network,FUNO,8.5416e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11567676,2021-01-01,0x07bf7291f84770f205a36d6e7e7b0fe3928d3952,8.3465e-14,1.2e-17,2.4e-17,1.74994e-14,0.0,32,8.3465e-14,1.2e-17,18,0x19a8f310272722fce3a07967a08645e63d2b807b,Shorts.Fi,SHRT,8.3465e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x19a8f310272722fce3a07967a08645e63d2b807b,Shorts.Fi,SHRT,8.3465e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12575565,2021-06-05,0xd31509c675125e15314294781c77d7a191663181,8.9821e-05,1.2e-17,2.4e-17,6.29874e-14,0.0,32,8.9821e-05,1.2e-17,9,0x721d22addfd02aac19569ae0c985df125eefb23d,Aika Inu,AINU,8.9821e-05,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,9,0x721d22addfd02aac19569ae0c985df125eefb23d,Aika Inu,AINU,8.9821e-05,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
12597570,2021-06-09,0x721b588eda02a728f7ec9276110c21b53781f889,8.3903e-14,1.2e-17,2.4e-17,6.20088e-14,0.0,32,8.3903e-14,1.2e-17,18,0x790b799b1000592bcf6feab1045f1c3dc96455da,Hypersign,HID,8.3903e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x790b799b1000592bcf6feab1045f1c3dc96455da,Hypersign,HID,8.3903e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
12598701,2021-06-09,0xfec3ce5e5c9cd4528ae0702c5bdc4b78fc5ce252,1.1e-17,9.6217e-14,2.2e-17,5.4262e-14,0.0,32,9.6217e-14,1.1e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0xf91adc0dd16d36fc8faba8c3d2f44bb8d6c85fae,Hypersign,HID,9.6217e-14,32,18,0xf91adc0dd16d36fc8faba8c3d2f44bb8d6c85fae,Hypersign,HID,9.6217e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
12520843,2021-05-28,0x7157fef15290c114961e002d1c53422c76d5a406,9.24e-14,1.1e-17,2.2e-17,5.06572e-14,0.0,32,9.24e-14,1.1e-17,18,0x041f580ba202c4e44b96e0fd482f5c8d0a02760d,Stratos,STOS,9.24e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x041f580ba202c4e44b96e0fd482f5c8d0a02760d,Stratos,STOS,9.24e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
11936789,2021-02-27,0x54b22573aa381f985f86b9ce867960c2c67d3b7b,1.07311e-13,1e-17,2e-17,3.46485e-14,0.0,32,1.07311e-13,1e-17,18,0x1d9d6296cb40b3ad2fc169e85427cabe81eec418,Ethernity Chain,ERN,1.07311e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0x1d9d6296cb40b3ad2fc169e85427cabe81eec418,Ethernity Chain,ERN,1.07311e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
12178299,2021-04-05,0xe6008424a3c646af270eac5cbae35b2a431df772,1.21804e-13,1e-17,2e-17,4.28435e-14,0.0,32,1.21804e-13,1e-17,18,0xb1e9e53cc7240cfb4c9134f840ca937ca3f2140e,Xfai.com,XFIT,1.21804e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xb1e9e53cc7240cfb4c9134f840ca937ca3f2140e,Xfai.com,XFIT,1.21804e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
12296870,2021-04-23,0xc8904a181a88dd919f152a62aa0c48d5bb4c1544,1.08718e-13,1e-17,2e-17,5.52755e-14,0.0,32,1.08718e-13,1e-17,18,0x0355a2b288ee13f7cf6666cf2b6b690761c5e9fa,UnoRe,UNO,1.08718e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0x0355a2b288ee13f7cf6666cf2b6b690761c5e9fa,UnoRe,UNO,1.08718e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11735420,2021-01-27,0xe07a1a7a34ce64c07c5e45b47a37e779387439b1,9e-18,1.20577e-13,1.8e-17,2.32072e-14,0.0,32,1.20577e-13,9e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,18,0xf122329e74de35d265d468ecd7e56edddc55663f,NBU Token,NBU,1.20577e-13,32,18,0xf122329e74de35d265d468ecd7e56edddc55663f,NBU Token,NBU,1.20577e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960
11445340,2020-12-13,0x3c48e9646ba9193ca1d4eb6da03980cffeb4b4c9,9e-18,1.11317e-13,1.8e-17,1.05133e-14,0.0,32,1.11317e-13,9e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xfb3e8e7d29c6c217ce6d25e0a1ca3c51c2eff4bb,BASE3R Token,BAS3R,1.11317e-13,32,18,0xfb3e8e7d29c6c217ce6d25e0a1ca3c51c2eff4bb,BASE3R Token,BAS3R,1.11317e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12063090,2021-03-18,0xe08a876c165e87b0dcd4451ed304cd562c92f253,6.0514e-14,1.8e-17,1.8e-17,2.98784e-14,0.0,32,6.0514e-14,1.8e-17,18,0x729d60ac757584ac33863fa2f98dc6b8755cdf36,OddzToken,ODDZ,6.0514e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0x729d60ac757584ac33863fa2f98dc6b8755cdf36,OddzToken,ODDZ,6.0514e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11052133,2020-10-14,0x94966a3f72ef5717ea288de330f0eb5a3f0890a4,1.18649e-13,9e-18,1.8e-17,6.86234e-15,0.0,32,1.18649e-13,9e-18,18,0x51a56bb6d595dcc2a090df51042c180d4237b2d4,International Reserve Currency,IRC,1.18649e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x51a56bb6d595dcc2a090df51042c180d4237b2d4,International Reserve Currency,IRC,1.18649e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12774174,2021-07-06,0xefa04e0d5e4861a9e0cb010c5e8b604c27d2849f,1.22244e-13,9e-18,1.8e-17,3.85722e-14,0.0,32,1.22244e-13,9e-18,18,0x5bc45d76a8ad212d561423340d5e71d9f996b853,Bone ShibaSwap,BONE,1.22244e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,18,0x5bc45d76a8ad212d561423340d5e71d9f996b853,Bone ShibaSwap,BONE,1.22244e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
11154225,2020-10-29,0x991ab6ea620272cf174c2db776cbf38160c111dd,5.9853e-14,1.7e-17,1.7e-17,6.56167e-15,0.0,32,5.9853e-14,1.7e-17,18,0xb682a88b6926b80a86a43a453d81a7dbbb7c665e,HardCore Vibes,HCV,5.9853e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xb682a88b6926b80a86a43a453d81a7dbbb7c665e,HardCore Vibes,HCV,5.9853e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11196024,2020-11-05,0x229bb2f1a788dad80b88b4492da801db1359ea84,8e-18,1.41647e-13,1.6e-17,7.35812e-15,0.0,32,1.41647e-13,8e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xdd9744cc5c72552c8282d25a816809a6dd12f2bc,WePiggy,PIGGY,1.41647e-13,32,18,0xdd9744cc5c72552c8282d25a816809a6dd12f2bc,WePiggy,PIGGY,1.41647e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11020313,2020-10-09,0xfd1df41d88a7184a8d5ab628a996db456ad74659,1.3393e-13,8e-18,1.6e-17,5.70854e-15,0.0,32,1.3393e-13,8e-18,18,0x2dddf2c3bc879974eb188848dbd1f1230f5c1601,DudeToken,DUDE,1.3393e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x2dddf2c3bc879974eb188848dbd1f1230f5c1601,DudeToken,DUDE,1.3393e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12452884,2021-05-17,0x4828c3dd078edd16a73cef8dcdab9d35f681b721,1.35991e-13,8e-18,1.6e-17,4.64001e-14,0.0,32,1.35991e-13,8e-18,18,0x53b171e695dc049344f574395429a6709f198a01,Ethermon.io,EMON,1.35991e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x53b171e695dc049344f574395429a6709f198a01,Ethermon.io,EMON,1.35991e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
11351777,2020-11-29,0xe9e2aa5a574b82558a41ad4ee3af3ec1e7d7138c,7e-18,1.62562e-13,1.4e-17,8.26138e-15,0.0,32,1.62562e-13,7e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xf1658d161464f8e53a43a415cb853455afb03847,BAT,BAT,1.62562e-13,32,18,0xf1658d161464f8e53a43a415cb853455afb03847,BAT,BAT,1.62562e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12229001,2021-04-13,0x829a111a2c75e8ad3fcee8c172d03e9198155fc4,7e-18,1.49761e-13,1.4e-17,3.39438e-14,0.0,32,1.49761e-13,7e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xc5514fc162dd7b9acc70b98d1bc57a94f12d79cb,Hord.App,HORD,1.49761e-13,32,18,0xc5514fc162dd7b9acc70b98d1bc57a94f12d79cb,Hord.App,HORD,1.49761e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11153905,2020-10-29,0xc2bc89b4773c2050759027925d89ff9288ebc85a,7.1969e-14,1.4e-17,1.4e-17,1.73594e-14,0.0,32,7.1969e-14,1.4e-17,18,0xb892e6ba024c8ed5ab6feb1175ec059c4caf1f08,Lost Boy,SNLBY,7.1969e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xb892e6ba024c8ed5ab6feb1175ec059c4caf1f08,Lost Boy,SNLBY,7.1969e-14,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12520063,2021-05-28,0x97a32a6a87f61886cee51ea07d07b331545abef7,1.56338e-13,7e-18,1.4e-17,3.22814e-14,0.0,32,1.56338e-13,7e-18,18,0x92d088f1dfd3930a5a46ebf6f8a8e29e8791d7a2,The Dapp List,WISE,1.56338e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,18,0x92d088f1dfd3930a5a46ebf6f8a8e29e8791d7a2,The Dapp List,WISE,1.56338e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
12665228,2021-06-19,0xa81a8d3e8fa4ead3d60e4bc648e14ccfca7856b1,0.000156612,7e-18,1.4e-17,3.14021e-14,0.0,32,0.000156612,7e-18,9,0xb6b2644f35c0b21170ca71c8e0f0dcbc11a1fd8f,Quanstamp Network,Quanstamp,0.000156612,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,9,0xb6b2644f35c0b21170ca71c8e0f0dcbc11a1fd8f,Quanstamp Network,Quanstamp,0.000156612,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885
11812942,2021-02-08,0x8d7905548a8934d2c2fcfb64e6135d6dec1f896f,6e-18,1.97845e-13,1.2e-17,1.96041e-14,0.0,32,1.97845e-13,6e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xec04fa672313f55b9c9837fae079104257784ecd,safepal.io,SFP,1.97845e-13,32,18,0xec04fa672313f55b9c9837fae079104257784ecd,safepal.io,SFP,1.97845e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11547367,2020-12-29,0xd58bfb2f8c141f37c896bb77fee5198ec02e1b07,6e-18,1.78713e-13,1.2e-17,8.89158e-15,0.0,32,1.78713e-13,6e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xf2da61496341c8096b7f768dd5365b827efc56b4,prophecyproject.io,PRY,1.78713e-13,32,18,0xf2da61496341c8096b7f768dd5365b827efc56b4,prophecyproject.io,PRY,1.78713e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11943369,2021-02-28,0x9d4d84609ce3fd0b92ca2337c2a7af19fbdb64e2,6e-18,1.71969e-13,1.2e-17,1.62832e-14,0.0,32,1.71969e-13,6e-18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,18,0xdfcdf2a50f90836ac9ea3dba9d56358ff3726208,vortexdefi.com,VTX,1.71969e-13,32,18,0xdfcdf2a50f90836ac9ea3dba9d56358ff3726208,vortexdefi.com,VTX,1.71969e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927
11099968,2020-10-21,0xb001ea41c2b6875a82d14012dbe9cd6082e07382,1.79809e-13,6e-18,1.2e-17,4.76415e-15,0.0,32,1.79809e-13,6e-18,18,0x56b2ee732f1bd00446270cb8b7a24d26c7ee31b7,CoFiXSwap,COFIX,1.79809e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x56b2ee732f1bd00446270cb8b7a24d26c7ee31b7,CoFiXSwap,COFIX,1.79809e-13,32,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
