createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,reserveUSD,totalSupply,txCount,reserve00,reserve11,token0.decimals,token0.id,token0.name,token0.symbol,token0.totalLiquidity,token0.txCount,token1.decimals,token1.id,token1.name,token1.symbol,token1.totalLiquidity,token1.txCount,token00.decimals,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount
12868285,2021-07-21,0x9ba84c43f93c301704431d50753f0956c904b11e,4410540000000000.0,4.57338e-05,9.14675e-05,0.180334535,447213.5955,64,4410540000000000.0,4.57338e-05,18,0x9a7f5d2637f03e5532bc91c75d186e301a46edcb,https://t.me/DickRise_Channel,DickRise,4410540000000000.0,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,18,0x9a7f5d2637f03e5532bc91c75d186e301a46edcb,https://t.me/DickRise_Channel,DickRise,4410540000000000.0,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
13580686,2021-11-09,0x6d0ca69365d31c0be8a862806bf840a77a19c1a5,2.3e-08,4.4237e-14,8.8474e-14,4.16633e-10,0.0,64,2.3e-08,4.4237e-14,9,0x6396013fa2587fdfdb34497be5e4c2b456d2e3f5,GT,GT,2.3e-08,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,9,0x6396013fa2587fdfdb34497be5e4c2b456d2e3f5,GT,GT,2.3e-08,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827
10976932,2020-10-02,0x7197f6abe986760572e14aa004c81e476da54ede,4.81e-16,2.092e-15,4.184e-15,1.45895e-12,0.0,64,4.81e-16,2.092e-15,18,0x78a268464a5f705791defac3690d8525f4b212a3,RocketNUT,RNUTV2,4.81e-16,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x78a268464a5f705791defac3690d8525f4b212a3,RocketNUT,RNUTV2,4.81e-16,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11055586,2020-10-14,0x3598f3ed92e30b9e71eca86689750aac0d2be7df,1.951e-15,5.16e-16,1.032e-15,3.866e-13,0.0,64,1.951e-15,5.16e-16,18,0xaa4cf6153c995820d52aefc1b3ad61a023a3cc35,bixbite.finance,BIXb,1.951e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0xaa4cf6153c995820d52aefc1b3ad61a023a3cc35,bixbite.finance,BIXb,1.951e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
11047349,2020-10-13,0x6f6b44c659747fe69b084d97755ea84d6a9b8a75,2.38e-15,4.22e-16,8.44e-16,3.17156e-13,0.0,64,2.38e-15,4.22e-16,18,0x8d0363393492bceb7873edd6fa587c5f6355940d,Hope coin,HC,2.38e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x8d0363393492bceb7873edd6fa587c5f6355940d,Hope coin,HC,2.38e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
12581811,2021-06-06,0xa6b91a6bc5365feee0ab8ed5841dfacb43bb22ed,2.83e-06,3.74e-16,7.48e-16,2.03006e-12,0.0,64,2.83e-06,3.74e-16,9,0x26aa7ea8e6a4e945fef4451635449b928664b95d,Autistic Shiba,SHIBAUTIST🥴,2.83e-06,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891,9,0x26aa7ea8e6a4e945fef4451635449b928664b95d,Autistic Shiba,SHIBAUTIST🥴,2.83e-06,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.599,60733891
11419064,2020-12-09,0xfac8cc13977cdf08ae39317da33ec8054d49e64e,5.174e-15,1.94e-16,3.88e-16,2.23514e-13,0.0,64,5.174e-15,1.94e-16,18,0x0d01c33079855a56af3a1d715dd64988a2fce2ab,Meteorite.network,METEOR,5.174e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x0d01c33079855a56af3a1d715dd64988a2fce2ab,Meteorite.network,METEOR,5.174e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11405129,2020-12-07,0x39face1050083e348fbec9761bd5d373ff74883c,7.111e-15,1.41e-16,2.82e-16,1.67039e-13,0.0,64,7.111e-15,1.41e-16,18,0x4a5b16651a3507f80d0411e78d5b664198667b37,RELACT,RELACT,7.111e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x4a5b16651a3507f80d0411e78d5b664198667b37,RELACT,RELACT,7.111e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
11656171,2021-01-14,0xfe63f6acd410693d056c4b3b5adcd3cc79e72f2f,8.714e-15,1.16e-16,2.32e-16,2.82838e-13,0.0,64,8.714e-15,1.16e-16,18,0x79530603c6fbba2a60f122839a4bf36ba9bdd335,Curve.fi Factory USD MetapooI: Frax ,FRAX3CRV-f,8.714e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0x79530603c6fbba2a60f122839a4bf36ba9bdd335,Curve.fi Factory USD MetapooI: Frax ,FRAX3CRV-f,8.714e-15,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12816249,2021-07-13,0xfe661c0de4dc84712d7d4560f0551b76c4b86b83,1.171e-05,8.7e-17,1.74e-16,3.10116e-13,0.0,64,1.171e-05,8.7e-17,9,0x20847e37d18e2bdfad4721deb8c5472b6fb1f580,Floki Gaming Chair,FGC,1.171e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,9,0x20847e37d18e2bdfad4721deb8c5472b6fb1f580,Floki Gaming Chair,FGC,1.171e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
12877523,2021-07-22,0x5dc4c705f0a22f3ce21cce6fb9bbd000704ef24f,1.4046e-05,7.7e-17,1.54e-16,3.83573e-13,0.0,64,1.4046e-05,7.7e-17,9,0x440e247cee72db8cf60d09c53836436a1bec628b,Devil Inu,DEVIL,1.4046e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,9,0x440e247cee72db8cf60d09c53836436a1bec628b,Devil Inu,DEVIL,1.4046e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
11486398,2020-12-19,0x5c6748bc91bf324d16d1fa328bf412d2002d828a,1.4042e-14,7.3e-17,1.46e-16,9.5641e-14,0.0,64,1.4042e-14,7.3e-17,18,0xa9e7e0d71fe4522c73e339f776460533abce9159,Inverse Finance,INV,1.4042e-14,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,18,0xa9e7e0d71fe4522c73e339f776460533abce9159,Inverse Finance,INV,1.4042e-14,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965
12978606,2021-08-07,0xe410bd2009676e190a5ff71d5854044854c95618,6.9e-17,1.493e-05,1.38e-16,4.18864e-13,0.0,64,1.493e-05,6.9e-17,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,9,0xef0bf1f86112ae9c90cbf67b8276b0499fef0134,Baby Abraham Lincoln | t.me/BabyALincoln,BabyALincoln,1.493e-05,64,9,0xef0bf1f86112ae9c90cbf67b8276b0499fef0134,Baby Abraham Lincoln | t.me/BabyALincoln,BabyALincoln,1.493e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867
13450515,2021-10-19,0x56fd1ee4a52cabfdce4bbe7991d23cdc98618901,2.3655e-05,4.7e-17,9.4e-17,3.73844e-13,0.0,64,2.3655e-05,4.7e-17,9,0x2b0d65f6c40c442b8d0becc99718c8d5629f026c,Elon Galaxy,EGALAXY,2.3655e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,9,0x2b0d65f6c40c442b8d0becc99718c8d5629f026c,Elon Galaxy,EGALAXY,2.3655e-05,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839
11140508,2020-10-27,0x64dede58a4c59a269e0ce9fbc25b2f589e0919b3,1.1195e-14,9.1e-17,9.1e-17,3.11889e-13,0.0,64,1.1195e-14,9.1e-17,18,0x18c687f84020bb62ef4c67a99d865b91eca6974e,The Democrat Party,DEMOC,1.1195e-14,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,18,0x18c687f84020bb62ef4c67a99d865b91eca6974e,The Democrat Party,DEMOC,1.1195e-14,64,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001
