createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,initial_supply,receiver
2021-07-27,0x0f6b0960d2569f505126341085ed7f0342b67dae,Wrapped Ether,WETH,Schnoodle,SNOOD,0xd45740ab9ec920bedbd9bab2e863519e59731941,Schnoodle,SNOOD,18,4814,0x78fc40ca8a23cf02654d4a5638ba4d71bacaa965,4814,45227753868,9297567627,63.783,387,1635861834,2021-11-02 14:03,,0,1970-01-01 0:00,0,0,,0,FALSE,1627444550,1,592,0,0.001686341,0.998313659,0,0,0.390536519,0,459,133,3.425373134,86353,1698458.662,0x7731a6785a01ea6b606eb8ffac7d7861c99dc6bb,100,0,1698458.662,1.16E+59,0x7731a6785a01ea6b606eb8ffac7d7861c99dc6bb
2021-04-10,0x4afbbebac15d27362f2c335a2c82ebef95985f3f,Miguel Piedrafita,MIGUEL,Wrapped Ether,WETH,0x9eeab5dacad364017c400bfbf717543a0e3c35cb,Miguel Piedrafita,MIGUEL,18,59,0xe340b00b6b622c136ffa5cff130ec8edcddcb39d,59,10000,3105.2668,0.1,0.873,1633502495,2021-10-06 6:41,,0,1970-01-01 0:00,0,0,,0,FALSE,1618143864,1,4,0,0.2,0.8,0,0,0.257014893,0,3,1,1.5,37064,31.6227766,0xe340b00b6b622c136ffa5cff130ec8edcddcb39d,100,0,31.6227766,10000000,0xe340b00b6b622c136ffa5cff130ec8edcddcb39d
2020-12-09,0x242d289b3eeb6842ce0fcc0d87932402299ae5b3,Wrapped Ether,WETH,Yield,YLD,0xdcb01cc464238396e213a6fdd933e36796eaff9f,Yield,YLD,18,28217,0x1e580e3ced413ce93028b3fe5cfce973e93e7ec8,23079,420,2298.60005,5,6.1,1635855391,2021-11-02 12:16,,0,1970-01-01 0:00,0,0,,0,FALSE,1607638726,63,1511,9,0.039797852,0.95451674,0.005685407,0.386522436,0.505443488,0.508437986,849,662,1.280542986,86158,45.82575695,0x1e580e3ced413ce93028b3fe5cfce973e93e7ec8,2.564102564,4.806918572,1822.268663,525000,0x1e580e3ced413ce93028b3fe5cfce973e93e7ec8
2021-01-10,0xae938f702c8f3ac9a9862635059989c7a9ddb5e6,DogeYield,DOGY,Wrapped Ether,WETH,0x9c405acf8688afb61b3197421cdeec1a266c6839,DogeYield,DOGY,18,6521,0x6d2ea0b1873d38c95b0a2b35c9c2e7dc7e872d5d,5043,50000000,91697214.02,5,2.58,1635832781,2021-11-02 5:59,,0,1970-01-01 0:00,0,0,,0,FALSE,1610354604,1,60,2,0.015873016,0.952380952,0.031746032,0,0.187808432,0.521582602,45,15,2.8125,81663,8349.11871,0x6d2ea0b1873d38c95b0a2b35c9c2e7dc7e872d5d,100,0,8349.11871,10000000000,0x6d2ea0b1873d38c95b0a2b35c9c2e7dc7e872d5d
2020-09-08,0xbb8a43724de8bc071d7278baccb19363545fe758,Stobox Token,STBU,Wrapped Ether,WETH,0x212dd60d4bf0da8372fe8116474602d429e5735f,Stobox Token,STBU,18,13565,0x06b54aa147890c22477c2f3c6a2e6aa14b1107fe,9906,18000,2178892.846,1,20.7,1635860355,2021-11-02 13:39,,0,1970-01-01 0:00,0,0,,0,FALSE,1599674441,2,360,0,0.005524862,0.994475138,0,0.357100657,0.831725033,0,211,149,1.406666667,86323,961.8719507,0x06b54aa147890c22477c2f3c6a2e6aa14b1107fe,100,0,961.8719507,1000000000,0x06b54aa147890c22477c2f3c6a2e6aa14b1107fe
2020-11-27,0x1bfffb738d69167d5592160a47d5404a3cf5a846,KIRA Network,KEX,Wrapped Ether,WETH,0x16980b3b4a3f9d89e33311b5aa8f80303e5ca4f8,KIRA Network,KEX,6,31032,0x1c77d6a40f9a193857df146a849fb49d184460cb,31032,1540.131624,5808002.568,1,766,1635855550,2021-11-02 12:19,,0,1970-01-01 0:00,0,0,,0,FALSE,1606543164,15,2360,0,0.006315789,0.993684211,0,0.535537056,0.513484371,0,1403,957,1.464509395,86248,0.007848902,0x47a47b0a67bf6ad9b2165a826f24c4f70bd1d4b5,7.142857143,19.41124108,0.010541505,600000000,0x1c77d6a40f9a193857df146a849fb49d184460cb
2020-09-09,0x0fdc86703c938e3e1cbc9e14f21c6bf709c13acc,Tixl Token,TXL,Wrapped Ether,WETH,0x8eef5a82e6aa222a60f009ac18c24ee12dbf4b41,Tixl Token,TXL,18,23015,0x3c26af250d607d4849df2aa5ff761a64defcd80b,22412,412000,1434378.027,175,79,1635798437,2021-11-01 20:27,,0,1970-01-01 0:00,0,0,,0,FALSE,1599753427,9,953,1,0.009345794,0.989615784,0.001038422,0.275528531,0.170432802,0.556492035,596,357,1.664804469,85189,8491.171886,0x1ae90be41b4f5791036f4c6770e8833444a9f2f2,20,26.49070164,27023.71343,900000000,0x3c26af250d607d4849df2aa5ff761a64defcd80b
2020-06-29,0xb2c8b1b0e27e74f70345bca867c416bd41885581,Cybercoin,CBR,Wrapped Ether,WETH,0x4ba012f6e411a1be55b98e9e62c3a4ceb16ec88b,Cybercoin,CBR,18,4255,0x91d4c88f574cb3e0a221ae648394254d48cea7a3,4138,50000,379580496.9,0.2175,8.67,1635483087,2021-10-29 4:51,,0,1970-01-01 0:00,0,0,,0,FALSE,1593543596,1,8,0,0.111111111,0.888888889,0,0,0.349295775,0,7,1,3.5,4260,104.2832681,0x91d4c88f574cb3e0a221ae648394254d48cea7a3,100,0,104.2832681,1000000000,0x91d4c88f574cb3e0a221ae648394254d48cea7a3
2021-10-14,0x22756f5e39a464795faf6eb82ee2f28016571e92,Wrapped Ether,WETH,Jangles,JANGLE,0xd8de32caf3fc3be0ba045d0a38364dd628963f86,Jangles,JANGLE,18,591,0xce2a22b4b52fc18e4343cc075e9fd8e6c438286f,591,400000,257110.7213,16.7,22.1,1635780905,2021-11-01 15:35,,0,1970-01-01 0:00,0,0,,0,FALSE,1634270414,44,503,8,0.079279279,0.906306306,0.014414414,0.111253228,0.100566606,0.177512671,325,178,1.815642458,83656,2584.569597,0xce2a22b4b52fc18e4343cc075e9fd8e6c438286f,3.448275862,15.15081834,3105.602595,2000000,0xce2a22b4b52fc18e4343cc075e9fd8e6c438286f
2021-10-11,0x51d062408d26fc06dde1e8c0a3789e52febe0730,Suiko,SUIKO,Wrapped Ether,WETH,0x5a0d2e12edc316bee9005327c7076f1833904053,Suiko,SUIKO,9,170,0x34eac285d5e4ccfbd22bddbe8b40f6fc2eda2877,170,21823100,12430332.04,4.38385,12.7,1635861098,2021-11-02 13:51,,0,1970-01-01 0:00,0,0,,0,FALSE,1634041966,5,34,0,0.128205128,0.871794872,0,0.242288184,0.222077015,0,22,12,1.692307692,77284,0.309304376,0x34eac285d5e4ccfbd22bddbe8b40f6fc2eda2877,50,47.06526987,0.318656072,100000000,0x34eac285d5e4ccfbd22bddbe8b40f6fc2eda2877
