createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,`,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,initial_supply,receiver_list
12855407,2021-07-19,0xa281796d27a9337de76311bbeee4dc7e7d530072,8.03e-05,1.3e-17,2.6e-17,0x750fb941979fe08d7f6240dbdb6e1dc860ee1c96,Genesis-Mining.com,🔨MCoin,8.03e-05,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,2.5,50000000000000.0,1626728300,2021-07-19 20:58,1,27,1,0,2674,52488,27,0,52488,burn,1626728300,2021-07-19 20:58,4.411704599999998,1.3e-17,-1.0,14.58h,True,1626728300,99999999999999.98,[{'address': '0x81376ea36cc7556769e0e8f6ccedf714117211f3'}]
13596171,2021-11-11,0x20f7a4e0ec4da66cf66d1ae87a8321ca88a21a38,1e-18,0.477915217,2e-18,0xf7cff7098a431a905970962eb86044ce6e7a0412,DogeVerse,DogeVerse,0.477915217,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,2.5,1e+21,1636664458,2021-11-11 21:00,1,27,1,0,2057,13732,19,8,13732,burn,1636664458,2021-11-11 21:00,3.342452585,1e-18,-1.0,3.8144444444444443h,True,1636664458,1e+21,[{'address': '0xb8956a1d9476f05413eb8fc2f3c27418aaabb938'}]
13544520,2021-11-03,0x1dff3f9c9f2785c351faed5424e2592b0d2ef879,2e-18,0.000619186,4e-18,0xe55335790e0a573b5a11b36a82e404d919de33f8,Chewbacca Inu,CHEWBACCA,0.000619186,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.75,1e+16,1635957163,2021-11-03 16:32,1,27,1,0,802,5547,27,0,5547,burn,1635957163,2021-11-03 16:32,8.497126563,2e-18,-1.0,1.5408333333333333h,True,1635957163,1e+16,[{'address': '0xdb1efeb6e9db8f378cb2ac4025f77ac401ee7469'}]
12775493,2021-07-06,0xc4de6cf9ce238fd0de82ec2b247652082cb33d85,5.91e-10,1e-18,2e-18,0xb9df36b5fabce9113ca65add410d41c978f8ed26,PIMP ELON | t.me/PIMPELON,PIMPELON 💋,5.91e-10,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,3.0,880000000000.0,1625893431,2021-07-10 5:03,1,27,1,0,1397,297505,16,11,297505,burn,1625893431,2021-07-10 5:03,2.752267192,1e-18,-1.0,82.64027777777778h,True,1625893431,1000000000000.0,[{'address': '0xff899f57f79c5371891902e776a907d2e9f78184'}]
12275047,2021-04-20,0xea0e7749150fe094b7c3359945043ecb05ea6a89,1e-18,0.2,0.2,0x412f69d7c129248cc9733055bbe238bffab7470e,Kishu Inu,KISHU,1e-18,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,3.0,990000000000000.0,1619051546,2021-04-22 0:32,1,27,1,0,15636,41124,27,0,156159,burn,1618936511,2021-04-20 16:35,8.507194127,1e-18,-1.0,11.423333333333334h,True,1618936511,1000000000000000.0,[{'address': '0x39c5382f2423f885a69cd47bb681c901148c7aae'}]
13526441,2021-10-31,0x39b9b0cc0e88d632d1a6010c80d4bfaac146699e,1.24e-10,1e-18,2e-18,0xa6c0779bb8fb5c29f84afabe82e44d32d6605426,Mystery Inu  ,MysteryInuFLC,1.24e-10,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,3.0,500000000000.0,1635743562,2021-11-01 5:12,1,27,1,0,7262,38118,25,2,38118,burn,1635743562,2021-11-01 5:12,9.918729354,1e-18,-1.0,10.588333333333333h,True,1635743562,1000000000000.0,[{'address': '0x2c1eb6ca34997f6601cffe791831ad6d5cb9e937'}]
13421262,2021-10-15,0x5056e3bd4d2a38bd23aae1a4bae13e67a80d9e7f,44925008688.0,0.00696826,0.00696826,0x896633f866876a579d7baa49c334f187836f4bb1,Inu NFT,InuNFT,44925008688.0,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,3.0,1000000000000.0,1634295977,2021-10-15 11:06,1,27,1,0,1557,13581,17,10,13581,burn,1634295977,2021-10-15 11:06,4.623331492,0.00696826,-0.998492806,3.7725h,True,1634295977,1000000000000.0,[{'address': '0x1cfdcea273d5d75fed3a08aa59f74aaf030fded5'}]
12901277,2021-07-26,0xc5578b0daa0a13a3264f1510e94d0fcc61bcba5d,1e-18,4.3e-09,2e-18,0xef9d6abf2c14f04b3bff0999f2b7e0de6355781a,FairWorld,FairW,4.3e-09,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,3.0,424000000000000.0,1627299390,2021-07-26 11:36,1,27,1,0,1565,4451,23,4,4451,burn,1627299390,2021-07-26 11:36,8.363295517000001,1e-18,-1.0,1.236388888888889h,True,1627299390,1000000000000000.0,[{'address': '0x9ba8dd64c54d97ff363435bf5fe94c728e71596e'}]
13590611,2021-11-10,0x7ae990569591f1f3ff8cde8c3c272283d71350e0,6.4e-17,1.57e-05,1.28e-16,0xc31c972cabebdcd2e0bf1c122cbcb0f6a542f916,miniGalaxy,MINIGALAXY,1.57e-05,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,3.0,900000000000.0,1636579235,2021-11-10 21:20,1,27,1,0,480,3359,16,11,3359,burn,1636579235,2021-11-10 21:20,3.312433443,6.4e-17,-1.0,0.9330555555555555h,True,1636579235,1000000000000.0,[{'address': '0xb8e13f929faa57dd95e11c4f9619bf9c1ccf28b7'}]
13275763,2021-09-22,0x84494f8cbb4c09901590c20058ceb41cddd7bf98,1.16e-06,8.859999999999998e-16,1.77e-15,0x1710dbbad3962994823edf73936995762eb7a4b1,KingCorgi T.me/KingCorgiDog,KingCorgi,1.16e-06,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,3.0,7000000000.0,1632316486,2021-09-22 13:14,1,27,1,0,166,337,17,10,337,burn,1632316486,2021-09-22 13:14,4.059464214,8.859999999999998e-16,-1.0,0.09361111111111112h,True,1632316486,7000000000.0,[{'address': '0x1710dbbad3962994823edf73936995762eb7a4b1'}]
12207021,2021-04-09,0xe2876e7549ba1771a50fb299fdcd22cd21915ae7,1.52e-06,6.61e-16,1.32e-15,0x5d0cb0e600f3309c71ec5516398700c0375a16ab,Covid Coin,COVID,1.52e-06,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,3.7,8700000000.0,1618434418,2021-04-14 21:06,1,27,1,0,12408,444781,15,12,444781,burn,1618434418,2021-04-14 21:06,3.749756058,6.61e-16,-1.0,123.55027777777778h,True,1618434418,19000000000.0,[{'address': '0x921855a686f3ce75855693bdff7df172239e197a'}]
12839476,2021-07-16,0x3f3faa1036dccd85599d849ad7b3c37bbee653cc,3.76e-10,1e-18,2e-18,0x2ea03108bbcae28791a33c6b1009a5b80d62307e,Doge Reloaded,LOADED,3.76e-10,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.0,1000000000000.0,1626548081,2021-07-17 18:54,1,27,1,0,3963,88578,27,0,88578,burn,1626548081,2021-07-17 18:54,5.318969573,1e-18,-1.0,24.605h,True,1626548081,1000000000000.0,[{'address': '0xbdb1127bd15e76d7e4d3bc4f6c7801aa493e03f0'}]
12279641,2021-04-20,0x04ca55d74feb53e611b4f49254ecc31c149561f9,7.03e-09,1e-18,2e-18,0x069131a539e523f89e760299e5b485632a1f9e4d,Safecat,SAFECAT,7.03e-09,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,4.0,990000000000000.0,1619030544,2021-04-21 18:42,1,27,1,0,4585,74824,27,0,74824,burn,1619030544,2021-04-21 18:42,8.970205018,1e-18,-1.0,20.784444444444443h,True,1619030544,1000000000000000.0,[{'address': '0xbce60c416d74e4858fe31da86ad63c3aec1e58ab'}]
13595752,2021-11-11,0xebe333667e841bb0aed19c9ad638f3725461b427,1e-18,0.010550827,2e-18,0xee3ebc39d515c0e0ac8ec3984be73e6e985ab808,Kitty GM,KITTY GM,0.010550827,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,4.0,9.48e+17,1636712795,2021-11-12 10:26,1,27,1,0,1425,67602,20,7,67602,burn,1636712795,2021-11-12 10:26,6.064841295,1e-18,-1.0,18.778333333333332h,True,1636712795,1e+18,[{'address': '0x3c280c7e985e014cef3dfd9f0fb021ae459e5645'}]
12810550,2021-07-12,0x9e655c4f187a7030f4ed88ed83695520a2fd2da2,4.29e-09,1e-18,2e-18,0x00a73102c76647055e8b93f3d662cab686e5638e,BoBo Inu,BoBoInu,4.29e-09,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.0,424000000000000.0,1626122882,2021-07-12 20:48,1,27,1,0,3755,55308,25,2,55308,burn,1626122882,2021-07-12 20:48,9.674792014,1e-18,-1.0,15.363333333333333h,True,1626122882,1000000000000000.0,[{'address': '0xb0bc5334399e07ad760140e183214c0679e22afb'}]
12852272,2021-07-18,0xbd8dad4acb21b0cef37764b6340bd3726df6724d,8.069999999999999e-10,1e-18,2e-18,0x530dca804098c188e9669c4eec1e3c5ff89fd1fe,VIP Token,VIP,8.069999999999999e-10,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.0,5000000000000.0,1626635799,2021-07-18 19:16,1,27,1,0,523,2014,21,6,2014,burn,1626635799,2021-07-18 19:16,5.55810843,1e-18,-1.0,0.5594444444444444h,True,1626635799,10000000000000.0,[{'address': '0xb897417437aa43a342df178c09a2d91ea69778c8'}]
12809998,2021-07-12,0xddfd64f47f60b566d2bdad2227535bbf520032b2,5.679999999999999e-09,1e-18,2e-18,0x94e4b4ae22f1818f93c9d06ef7693f19d47f06b6,CoKo Inu,CoKoInu,5.679999999999999e-09,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.0,424000000000000.0,1626061516,2021-07-12 3:45,1,27,1,0,837,1639,24,3,1639,burn,1626061516,2021-07-12 3:45,7.30842749,1e-18,-1.0,0.4552777777777778h,True,1626061516,1000000000000000.0,[{'address': '0x1dd05482725743162d6e08bc18b95f740ab5ab76'}]
12693342,2021-06-23,0x83160189a1fede7fdb23b42749acb9cf8a18a269,8.4e-17,1.24e-05,1.68e-16,0xf011ec4026722ada4a6d18b78c9b8eb30a6993f4,EverTrend,TREND,1.24e-05,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,4.0,1000000000000.0,1624494849,2021-06-24 0:34,1,27,1,0,123,465,27,0,465,burn,1624494849,2021-06-24 0:34,5.2569831,8.4e-17,-1.0,0.12916666666666668h,True,1624494849,1000000000000.0,[{'address': '0x150133bfb402955146d1c59b2a29efa3a561bde2'}]
13597195,2021-11-11,0xe2d479b454eafccf8bb154f3074826a9603de6be,0.007376699,1e-18,2e-18,0x9522ecd0ecf55c57b3e8e3830fbae4018afc9eea,GLHF,GLHF,0.007376699,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545611.2245,60733827,4.0,8.89e+17,1636665146,2021-11-11 21:12,1,27,1,0,152,421,23,4,421,burn,1636665146,2021-11-11 21:12,8.186767311,1e-18,-1.0,0.11694444444444445h,True,1636665146,1e+18,[{'address': '0xb5a6e8e72ef32e35cb625819f35689843a16d192'}]
13172307,2021-09-06,0x93e48fe1ba5b60c79ef30a923f3455cafa91f2ce,8.35e-11,1e-18,2e-18,0x61e16b32cf8e9f8e0db178eac53aa63a65bf36a3,ETH Punks,ETHPUNKS,8.35e-11,29,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,5.0,100000000000.0,1631551873,2021-09-13 16:51,1,27,1,0,825,618619,24,3,618619,burn,1631551873,2021-09-13 16:51,8.485185302,1e-18,-1.0,171.8386111111111h,True,1631551873,99999999999.99998,[{'address': '0xdb16e2c82b0cbaafdc22d1c5d5c527156016b441'}]
