createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,`,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp,initial_supply,receiver_list
13007861,2021-08-12,0x96c8e59a77b3f53778fc3c5c3fcb867a29bbed64,1e-18,1.21e-10,2e-18,0xf7d9e871f6c5b6b3a710d5c0a0dd84d451ee8cfb,Mars INU,Mars,1.21e-10,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,33.0,700000000000.0,1628763450,2021-08-12 10:17,1,16,1,0,2058,25108,14,2,25108,burn,1628763450,2021-08-12 10:17,39.68558051,1e-18,-1.0,6.974444444444444h,True,1628763450,1000000000000.0,[{'address': '0x48a44a222db4fde35c206769be93c1b272bb3e24'}]
12956558,2021-08-04,0xa2820b1575611a217d08d448e56b0255efb58708,1.23e-10,1e-18,2e-18,0x2384aa736af8f2cb5ccf47dca18355e63cf79d67,Smart Marketing,STM,1.23e-10,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,33.0,700000000000.0,1628061400,2021-08-04 7:16,1,16,1,0,676,10207,14,2,10207,burn,1628061400,2021-08-04 7:16,39.1032651,1e-18,-1.0,2.835277777777778h,True,1628061400,1000000000000.0,[{'address': '0xa6b4ecb8e218c9580937be56815c7001657f22a8'}]
12603924,2021-06-10,0xe574509de5048dad0ed53f3dae7bca3bb0bec3e2,3.64e-09,1e-18,2e-18,0x8bc71a13b03f65125a56bc9923dd59896cfd99b8,Ethereum Bank Finance,EBANK,3.64e-09,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,33.0,490000000000000.0,1623291559,2021-06-10 2:19,1,16,1,0,841,1831,12,4,1831,burn,1623291559,2021-06-10 2:19,34.95315922,1e-18,-1.0,0.5086111111111111h,True,1623291559,1000000000000000.0,[{'address': '0x187f083c222239e6429656bc3eb07a3fe660f37a'}]
12503544,2021-05-25,0xf495078bc8de905e0b14bb7861b6c84d734b10fd,1e-18,1.01e-11,2e-18,0xc9202f5102a573399232e9eb5ef63fc9c12a1aaa,EOS Finance,EOS FINANCE,1.01e-11,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,34.0,5000000000.0,1621981900,2021-05-25 22:31,1,16,1,0,943,35411,14,2,35411,burn,1621981900,2021-05-25 22:31,40.67636813,1e-18,-1.0,9.836388888888889h,True,1621981900,20000000000.0,"[{'address': '0x0000000000000000000000000000000000000000'}, {'address': '0xb6ff382022999c1a70473f3efaabd8682c012553'}]"
12488230,2021-05-23,0x243427c721861708f8cbef880e2107fb8dbe59c9,1e-18,3.58e-10,2e-18,0xca3f52fec33fc414e5676368995241f4f0c5c511,Ikioi No Aru Inu,IKIO,3.58e-10,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,34.0,5000000000000.0,1621765082,2021-05-23 10:18,1,16,1,0,1578,23542,14,2,23542,burn,1621765082,2021-05-23 10:18,36.40532381,1e-18,-1.0,6.539444444444444h,True,1621765082,5000000000000.0,[{'address': '0xb5a21a4c88c2f91dd9a3b97027e93c511452de1f'}]
12982511,2021-08-08,0xeb035d59855a2a5ffa16398c298e0bec26c246bd,8.06e-11,1e-18,2e-18,0x47ac991591dd6b60a60c9ef5e2c8726e083afce9,airshiba inu,AIRSHIB,8.06e-11,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,35.0,350000000000.0,1628417585,2021-08-08 10:13,1,16,1,0,1214,17111,14,2,17111,burn,1628417585,2021-08-08 10:13,43.43252555,1e-18,-1.0,4.753055555555555h,True,1628417585,1000000000000.0,[{'address': '0x476333759e5799c736fe4f981b5ecd5339c2848d'}]
12454048,2021-05-17,0x8a7f44e7abdece727177daaa9505956c90488f28,1e-18,3.51e-11,2e-18,0xc15a1fa9414215ec5e003789b6cbf534f7c24d8e,KitKat,KITKAT,3.51e-11,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,35.0,50000000000.0,1621291242,2021-05-17 22:40,1,16,1,0,1043,8625,15,1,8625,burn,1621291242,2021-05-17 22:40,37.67837506,1e-18,-1.0,2.3958333333333335h,True,1621291242,200000000000.0,"[{'address': '0x0000000000000000000000000000000000000000'}, {'address': '0xdc97d9f6cf768a34fc4ca4c9c0e9aa385eea0fc4'}]"
12490094,2021-05-23,0x71c1d314db8850f95a499246e45cc03146df29dd,3.62e-10,1e-18,2e-18,0x30101bdb477776e7e3b3e3659bb2b5515952b656,$MAGE 🧙,🧙,3.62e-10,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,35.0,5000000000000.0,1621773953,2021-05-23 12:45,1,16,1,0,1909,6966,12,4,6966,burn,1621773953,2021-05-23 12:45,36.60131431,1e-18,-1.0,1.935h,True,1621773953,5000000000000.0,[{'address': '0x899e1e375a32557736ec3b4b18e1b3b1f31a5b71'}]
11055762,2020-10-14,0x6810e3c7af11c0e2324171601c938ece84fadc2a,0.09714561,9.248936535,0.09714561,0xdacf9689cafd6883b54d38cad6eaf248c55d88d3,RippleGold.finance,XRPF,9.248936535,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,35.0,2850.0,1602706324,2020-10-14 20:12,1,16,1,0,1048,2112,10,6,2419,burn,1602706017,2020-10-14 20:06,35.87281657,0.10761845,-0.997,0.5866666666666667h,True,1602706017,3000.0,[{'address': '0xa603250f90f85b57ba01c46837b517e6679837ad'}]
13431014,2021-10-16,0xea70d5c780894b82820494f6b5225bc1e6e97b3b,1.52e-12,1e-18,2e-18,0x9e744c9115b74834c0f33f4097f40c02a9ac5c33,YaySwap,YAY,1.52e-12,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,36.0,100000000.0,1634558190,2021-10-18 11:56,1,16,1,0,5012,144167,14,2,144167,burn,1634558190,2021-10-18 11:56,39.41663531,1e-18,-1.0,40.04638888888889h,True,1634558190,100000000.0,[{'address': '0xe47162b9e6dca339bca2c234349d6b77c343e937'}]
12571623,2021-06-05,0x940bfd22d34079349d6bb44640e957e0cafc333e,1.01e-11,1e-18,2e-18,0x8ff0b13f73f24eaf70f0467114c6e1c84a68ee34,Luna Park,LUNA PARK,1.01e-11,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,36.0,5000000000.0,1622869493,2021-06-05 5:04,1,16,1,0,854,12040,15,1,12040,burn,1622869493,2021-06-05 5:04,42.23111389,1e-18,-1.0,3.3444444444444446h,True,1622869493,20000000000.0,"[{'address': '0x0000000000000000000000000000000000000000'}, {'address': '0xbcfb4020d13e2057448881184781e533b987bb5b'}]"
12523947,2021-05-28,0xf7856181f87a0c94b2e449bbe09f0f5aa906259f,9.73e-12,1e-18,2e-18,0x0bbfcad1876066017b104447537a2b4483c0e50c,State Retirement Service Fund,SRSF,9.73e-12,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,36.0,5000000000.0,1622226570,2021-05-28 18:29,1,16,1,0,663,6483,13,3,6483,burn,1622226570,2021-05-28 18:29,43.64232995,1e-18,-1.0,1.8008333333333333h,True,1622226570,20000000000.0,"[{'address': '0x0000000000000000000000000000000000000000'}, {'address': '0xb6ff382022999c1a70473f3efaabd8682c012553'}]"
12484561,2021-05-22,0x6454f9219c3a73f2d9fb8da91ee4ce554ec22d1a,9e-12,1e-18,2e-18,0xbb473d89efc4050c90ba93221ca978e061abfd59,Grandpa Inu,GRANDPA INU,9e-12,18,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.5989999999,60733891,36.0,5000000000.0,1621695502,2021-05-22 14:58,1,16,1,0,714,2611,15,1,2611,burn,1621695502,2021-05-22 14:58,47.20616418,1e-18,-1.0,0.7252777777777778h,True,1621695502,20000000000.0,"[{'address': '0x0000000000000000000000000000000000000000'}, {'address': '0xdc97d9f6cf768a34fc4ca4c9c0e9aa385eea0fc4'}]"
