createdAtBlockNumber,createdAtTimestamp,id,reserve0,reserve1,token0.name,reserveETH,token00.id,token00.name,token00.symbol,token00.totalLiquidity,token00.txCount,token11.decimals,token11.id,token11.name,token11.symbol,token11.totalLiquidity,token11.txCount,initial_Liquidity_Eth,`,last_transaction_timestamp,last_transaction_date,mint_count,swap_count,burn_count,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,active_period,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_hour,is_rugpull,feature_timestamp
11106949,2020-10-22,0x47af269c3528e84af0d72cf1038cbcd783453d8a,180.9375356,4.100888722,Antipria,8.201777443,0x2b90f9dd69249cb550ffb10ec57ae3698390efef,Antipria,APR,180.9375356,253,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,9.0,80.0,1617276812,2021-04-01 11:33,1,252,0,0,268854,0,121,131,13894375,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1617276812
11000046,2020-10-06,0x6027b4baa69751dd228257926b15f4ad0a1a0e51,7.34e-15,1.37e-16,CVAULT.finance,1.37e-16,0x262cce574a26e1a18d9a446b1404800c834be4e6,CVAULT.finance,core1.21,7.34e-15,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,56.0,3456.0,1601984775,2020-10-06 20:46,1,5,1,0,6231,3884,5,0,26302,burn,1601962357,2020-10-06 14:32,59.51,1.36e-16,-1.0,1.0788888888888888h,True,1601962357
12305362,2021-04-24,0xd3dca6a606c9568077975fbcded7c6ea1fdb4014,1.851064669,88334555288.0,Wrapped Ether,3.702129338,0xd0669998242301402453a42813252a5bd1a0ea7c,DOGEDOGE,DOGEDOGE,88334555288.0,268,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,1.0,95000000000.0,1623249472,2021-06-09 14:37,15,253,0,5023,50065,0,136,117,3949979,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1623249472
13438315,2021-10-17,0xb296bdc216af447405875b31e9824ddff40462cc,233105745.4,1.901027252,Kakegurui Inu,3.802054504,0x7a8720f568d3c25bbf5ffc1166ad1438ac504763,Kakegurui Inu,KKGINU,233105745.4,254,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,214227142.3,1635041124,2021-10-24 2:05,1,253,0,0,20546,0,123,130,528705,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635041124
13055182,2021-08-19,0x9458e637e824cbc6b3256e17a253912214d00aaf,6.89e+17,4.925865431,Shibtheftauto,9.851730862,0x643610256466660e109c6b11ead08574327cac94,Shibtheftauto,Shibtheftauto,6.89e+17,255,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.34,60733867,4.7,6.92e+17,1632323243,2021-09-22 15:07,1,253,1,0,101797,2946334,113,140,2954056,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1632323243
11148222,2020-10-28,0x5730f1b30069ed1b3d312afc4b90a459aca085ac,1.34e-14,7.5e-17,Fusion Core Finance,1.5e-16,0xb1ca3c605f60eba8042da486582a0118c38bb79a,Fusion Core Finance,FCF,1.34e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,56.0,10000.0,1603936533,2020-10-29 10:55,1,5,1,0,140,7733,2,3,7733,burn,1603936533,2020-10-29 10:55,56.00196646,7.5e-17,-1.0,2.1480555555555556h,True,1603936533
11133960,2020-10-26,0xe7b09bb845f5b5ada73942ba8e6b1f60b1d6cac0,7.6e-17,1.33e-14,Wrapped Ether,1.52e-16,0xd0c6caacbc5ff7306260720caf65feca822c5598,Silver Core Finance,SICO,1.33e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,56.0,10000.0,1603742080,2020-10-27 4:54,1,5,1,0,424,1286,3,2,1286,burn,1603742080,2020-10-27 4:54,56.19495811,7.6e-17,-1.0,0.3572222222222222h,True,1603742080
11121000,2020-10-24,0x04602ecdce7dabf2d28946bb599fdd2fb27dec34,86474600.37,0.096122577,FedShare,0.096122577,0xa88955f63078e77c25da61e1912aabe4ae966def,FedShare,FedShare,86499327.99,340,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,0.0024,100.0,1634031446,2021-10-12 9:37,56,255,21,1648247,1791092,2127202,120,135,30463502,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1634031446
11102809,2020-10-22,0xb6ff8b82dbcd575b70f733169f37ab70afe67a3f,2.4e-17,4.19e-14,Wrapped Ether,4.8e-17,0xe974b42bf743f5955e434662f0f3d74f84d0eae9,Core Finance V3.1,CF31,4.19e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,57.0,100000.0,1603333278,2020-10-22 11:21,1,5,1,0,178,6198,2,3,6198,burn,1603333278,2020-10-22 11:21,57.01727466,2.4e-17,-1.0,1.7216666666666667h,True,1603333278
12622116,2021-06-12,0x9ddc77c14c6b743893b43f3bdfe687d505dfe408,510000000000.0,2.034411025,Pennies.Finance,4.068822051,0x8590e4bec1a766f4ad2c5833488bc440bed1b17a,Pennies.Finance,PENNY,510000000000.0,260,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,0.85,896000000000.0,1636220910,2021-11-06 17:48,4,255,1,3844,572032,233791,153,102,12687147,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636220910
12647367,2021-06-16,0x73bfa2b25485291dc4dbe1856e5fb7e899d2dd09,6.19e+16,2.527701107,Black Diamond,5.055402214,0x32bf7403cfbc694de469e7440ecd46629b098fc6,Black Diamond,BLKDIAMOND,6.19e+16,256,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545612.5421,60733885,3.0,4.74e+16,1627172398,2021-07-25 0:19,1,255,0,0,297124,0,158,97,3301217,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1627172398
13438035,2021-10-17,0x0286a726ebded858283e452f0fafa51772f080a4,3.872560648,569000000000.0,Wrapped Ether,7.745121296,0xe2e75bc3e2bbe220e76be14839a7cef1328da120,Megumin Inu,MEGUMIN,569000000000.0,256,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,3.05,687000000000.0,1636002780,2021-11-04 5:13,1,255,0,0,58059,0,113,142,1494475,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636002780
11165363,2020-10-31,0x877338b1444beaafc07c834c3902cee514887cf1,1.649097293,547.7400998,Wrapped Ether,3.298194585,0xf2ad92992fdae601988adf019cf6f3b93d13d910,EBOSS,EBOS,547.7400998,287,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,2.0,160.0,1625266206,2021-07-02 22:50,23,256,8,2284874,3849897,10636924,123,133,21109718,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1625266206
11109499,2020-10-23,0xd5dbdb89fbf031b9b489d99c3f3e058972b8c440,4.17e-14,2.4e-17,yearn.finance,4.8e-17,0xae81db7ac06d8805246e5245d8be4c980ef834c8,yearn.finance,YFIV2,4.17e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,57.0,100000.0,1603416287,2020-10-23 10:24,1,5,1,0,364,1111,3,2,1111,burn,1603416287,2020-10-23 10:24,57.22316928,2.4e-17,-1.0,0.3086111111111111h,True,1603416287
13228659,2021-09-15,0x338acedda3ef09c9c445deb8323627ef6c090704,25620495286.0,1.872198338,Floki Musk,3.744396676,0x36fd796f7afd47de870e86a52b1a75b1557399f3,Floki Musk,FlokiM,25620495286.0,257,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,0.46,100000000000.0,1636236784,2021-11-06 22:13,1,256,0,0,661337,0,127,129,4549648,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636236784
13467679,2021-10-22,0x9bd03be235aa6b27841f299d67e7a3087dbd7c49,3.96e+17,2.147413136,Sasha Inu,4.294826271,0xb934c7930f94fc3ee0a97ac4325c0d1485c3f7dc,Sasha Inu,SASHA,3.96e+17,257,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,1.0,8.07e+17,1636841887,2021-11-13 22:18,1,256,0,0,64072,0,140,116,1932545,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636841887
11539365,2020-12-28,0x2f6753c7506f64e4de2b8578fc996426e4403666,1.8e-17,5.86e-14,Wrapped Ether,3.6e-17,0xfba7702292624fda36de1df13ce316409d8d37b8,WhatsApp Token,WAT,5.86e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,58.0,200000.0,1609127427,2020-12-28 12:50,1,5,1,0,938,8640,3,2,8640,burn,1609127427,2020-12-28 12:50,58.09362691,1.8e-17,-1.0,2.4h,True,1609127427
11077085,2020-10-18,0x79607f50ab8fee4901cf015c04dae9a012ac11d6,2.5e-17,4.15e-14,Wrapped Ether,5e-17,0xefb8c195fd64de93ff7df6bf8e557c91d4af5746,Maker Finance,MKRF,4.15e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,58.0,100000.0,1602987739,2020-10-18 11:22,1,5,1,0,361,1525,3,2,1525,burn,1602987739,2020-10-18 11:22,58.05881048,2.5e-17,-1.0,0.4236111111111111h,True,1602987739
11116971,2020-10-24,0xdc552c51b227c32fa6061c9be987eed39958a82d,2.4e-17,4.24e-14,Wrapped Ether,4.8e-17,0xeeeb1518bbe7e2867ccba3c4a0ba879b24c4c7ef,Core V3 Finance,CORC,4.24e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,58.0,107950.0,1603515794,2020-10-24 14:03,1,5,1,0,511,1017,3,2,1017,burn,1603515794,2020-10-24 14:03,59.00594996,2.4e-17,-1.0,0.2825h,True,1603515794
11149316,2020-10-29,0x8ef7f8a360cf77026d5ac5d3bcbaa037dd950938,3.94e-15,2.54e-16,Tsunami,5.08e-16,0x3f930e2bd1773c685d6b84d6890ea62e9918f239,Tsunami,NAMI,3.94e-15,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,60.0,1000.0,1603993142,2020-10-30 2:39,1,5,1,0,613,49483,5,0,49483,burn,1603993142,2020-10-30 2:39,62.13224683,2.54e-16,-1.0,13.745277777777778h,True,1603993142
12365867,2021-05-04,0x62d12216bdffabebab056278c454039123721964,3.254827694,0.839339342,Wrapped Ether,6.509655389,0xc15c9237c08c491117a8d9738d86dde8994813e4,ANTISAFE,ANTI,0.839339342,259,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,25.75,0.172184,1630742057,2021-09-04 7:54,1,256,2,0,237147,179243,127,129,10328025,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1630742057
11094409,2020-10-20,0x27174ad35328abf571d8405d0ba53258ad40d7ac,166.5716808,3.972288744,THOU,7.944577488,0x65002003e0d124ceeaa783cc7cf64dfeffcbfed0,THOU,THOU,287.0255502,447,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,25.3918848,25.3918848,1625295730,2021-07-03 7:02,34,256,25,1171526,1272573,1792503,108,148,22079867,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1625295730
11253332,2020-11-14,0xbdcb4265d70867a30cdaed563ac8fdb08124fb5a,3.91e-14,2.6e-17,Happy Coin,5.2e-17,0x8c1f025f0d61371319852bbf66922126b86a1b5c,Happy Coin,HAPPY,3.91e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,60.0,100000.0,1605354750,2020-11-14 20:52,1,5,1,0,7643,31292,5,0,31292,burn,1605354750,2020-11-14 20:52,62.65,2.6e-17,-1.0,8.692222222222222h,True,1605354750
11551556,2020-12-29,0xba70db48f6490c8c59007bf910677ce60c25a42a,81778.19469,2.363876524,2021Token,4.727753047,0xb9c806a415a6f0a735c76418e9a21da2c2d92788,2021Token,2021,81778.19469,258,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545289.5436,60733965,1.9,98000.0,1623079185,2021-06-07 15:19,1,257,0,0,2311894,0,143,114,13798533,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1623079185
10994063,2020-10-05,0x93ea199a1a02966edda52cd89064cbdb0fe39bb1,1.18e-16,8.53e-15,Wrapped Ether,2.36e-16,0xf0978746e656001f424feacbefd1e108408b79ff,solidity.finance,HIPPO,8.53e-15,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,60.0,5000.0,1601894114,2020-10-05 19:35,1,5,1,0,3699,15315,5,0,15315,burn,1601894114,2020-10-05 19:35,64.21964,1.18e-16,-1.0,4.254166666666666h,True,1601894114
10968873,2020-10-01,0x9285898e0a0c05ab52db49b3a45b29f197db1557,2.59e-14,3.9e-17,Tomochain,7.8e-17,0xa3aab5e29d4a2a68a0f053ad27881fb8e4cc1737,Tomochain,TOMO,2.59e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,60.0,41888.0,1601543315,2020-10-01 18:08,1,5,1,0,1766,5360,3,2,5360,burn,1601543315,2020-10-01 18:08,61.30589337,3.9e-17,-1.0,1.488888888888889h,True,1601543315
13518486,2021-10-30,0x0ea26aabf275469e856d927c88dc7bfe063e0d7d,605000000000.0,3.677109813,GhostfaceInu,7.354219625,0xae2ad292ffe33505ceb91755fd5f1444d775d134,GhostfaceInu,GHOSTINU,605000000000.0,258,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,2.0,1000000000000.0,1636356192,2021-11-08 7:23,1,257,0,0,13099,0,139,118,758953,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636356192
12338757,2021-04-30,0xf7b568406473a4ff95bdefc84ed461031cbe5e61,5.42e-12,1e-18,Moon Rock,2e-18,0x927202baa20353d4f16c3d93399fff79c1de22cb,Moon Rock,MOONR,5.42e-12,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,60.0,1777000000.0,1619746446,2021-04-30 10:34,1,5,1,0,704,2222,5,0,2222,burn,1619746446,2021-04-30 10:34,60.2091356,1e-18,-1.0,0.6172222222222222h,True,1619746446
11052042,2020-10-14,0x53e849e3acb6fa6cc7399aa8ce1d1b1def493e6e,1.69e-14,6e-17,Dracula Finance,1.2e-16,0x05a40b5d91c91fa8480d9c002a50a07a0a3aa36c,Dracula Finance,DRCFI,1.69e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,60.0,17200.0,1602656625,2020-10-14 15:23,1,5,1,0,26,1475,2,3,1475,burn,1602656625,2020-10-14 15:23,60.01169221,6e-17,-1.0,0.4097222222222222h,True,1602656625
11147677,2020-10-28,0x9bcc4d2d8951a981a8e0400279f65ecccdb9cf02,2.22e-12,1e-18,Index Farming,2e-18,0x5017a38347ca9d9ecb882380b76f0bb60369ba9d,Index Farming,INFX,2.22e-12,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,60.0,300000000.0,1603921981,2020-10-29 6:53,1,5,1,0,162,377,4,1,377,burn,1603921981,2020-10-29 6:53,60.41222158,1e-18,-1.0,0.10472222222222222h,True,1603921981
11841230,2021-02-12,0x73dc33a2644694ca203a08110d2069c9e0887955,184086.2206,4.021588004,Coffee Token,8.043176008,0x5bf2390a68ab7db7d27ae81894c4e22e669af236,Coffee Token,CFT,184086.2206,265,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,1.5,75000.0,1636441706,2021-11-09 7:08,7,257,1,1357030,5230110,107239,129,128,23316356,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636441706
11738041,2021-01-27,0x51aedcdb375d649e0deadf39d6413d1f18221abe,2202488.684,0.453582721,GameStop Defi Token,0.453582721,0x7f7cfecf89aa08732c239194b54763e403557eef,GameStop Defi Token,GMEDEFI,2202488.684,259,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545613.2252,60733960,0.1,9000000.0,1622386256,2021-05-30 14:50,1,258,0,0,411337,0,177,81,10633071,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1622386256
12098423,2021-03-24,0x3a704a2ea3c5207d9dc9c1a640fd6346ba4da2e4,0.789142042,4928539.292,Wrapped Ether,0.789142042,0xda1421db0e846ee44e76029e7a4b616b2f745866,Seven Deadly Sins,7DS,4928539.292,261,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545617.5446,60733927,0.506333,7233332.61,1627964494,2021-08-03 4:21,2,258,1,1853,193852,5203,156,102,11418026,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1627964494
13520448,2021-10-30,0xcd670b9cd89954ef29d9dfb60e60ef2c94d6276e,5.81e+17,4.768127775,Floki Final Score,9.536255549,0x62399c36b5be8a206bcae21be895a617d036bd98,Floki Final Score,FLOKIFS,5.81e+17,260,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,3.0,8.93e+17,1636640832,2021-11-11 14:27,1,258,1,0,100865,754545,131,127,1017136,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1636640832
13468362,2021-10-22,0xb269d5b202596aed836da504661b749b98104758,8.405208748,542000000000.0,Wrapped Ether,16.8104175,0xff9905ea539d8c2b298a400d77d2ebe816cf2643,PunkInu,Punk Inu,542000000000.0,259,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545604.3712,60733839,5.0,900000000000.0,1635173693,2021-10-25 14:54,1,258,0,0,32265,0,144,114,254311,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635173693
11117177,2020-10-24,0x18bfbddf917d6a9f0612f8bb6884e19c2b1bb30b,4.09e-14,2.5e-17,Core Finance V2 (Official),5e-17,0xb9b730f80bdc37698ab1228e9d9fb17e423ead8b,Core Finance V2 (Official),COFE,4.09e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545292.2038,60734008,61.0,102000.0,1603553832,2020-10-25 0:37,1,5,1,0,341,36552,2,3,36552,burn,1603553832,2020-10-25 0:37,61.00765496,2.5e-17,-1.0,10.153333333333334h,True,1603553832
10980326,2020-10-03,0x76c5d59096b7f1b239e118ae2e6a5e2b071a65f5,1.88e-14,5.4e-17,theyfiv.finance,1.08e-16,0x7de2a9871026fbca8cfba695a8ccbf8620b293cd,theyfiv.finance,YFIV,1.88e-14,7,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545293.6134,60734001,61.0,23000.0,1601717715,2020-10-03 18:35,1,5,1,0,3188,25288,5,0,25288,burn,1601717715,2020-10-03 18:35,62.87272841,5.4e-17,-1.0,7.024444444444445h,True,1601717715
13322178,2021-09-29,0x0a598a9b11fa6cc36eeeb4d28707780a4e3d253e,598000000000.0,4.881868988,Floki Nagato,9.763737977,0xa2267d34e912af7569a0c15343936651f4afe44a,Floki Nagato,Floki Nagato,598000000000.0,260,18,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,Wrapped Ether,WETH,545598.4642,60733850,4.0,703000000000.0,1635059651,2021-10-24 7:14,1,259,0,0,123491,0,115,144,2120841,,0,1970-01-01 0:00,0.0,0.0,,0.0h,False,1635059651
