createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp
2020-10-16,0x301b7d2e44574808b7a11a52fa61dd14a5675f4e,Lite.Financial,LFFI,Wrapped Ether,WETH,0x2ef49de720e5fd64446798a7d132128eac3da715,Lite.Financial,LFFI,18,15,0xc394d5d04a8f29f504fcf3def442fe7b0286467b,15,2928.0,4.87e-14,0.8,2.1e-17,1602899116,2020-10-17 1:45,burn,1602899116,2020-10-17 1:45,0.998140239,2.1e-17,-1.0,2.643611111,True,1602899116
2020-10-16,0xff5794e974be18ccf3c7c34b2a0e016cb52e9e5a,XFII,XFII,Wrapped Ether,WETH,0x5557e4e85ea4df23368935c40938b029840ec413,XFII,XFII,18,12,0x3585a10368fb2bc94c47ef293e5370c40cb1c988,12,5000.0,6.57e-15,100.0,1.53e-16,1602900264,2020-10-17 2:04,burn,1602900264,2020-10-17 2:04,107.7345391,1.53e-16,-1.0,10.00861111,True,1602900264
2020-10-16,0x415be5bc840afbc58dad2419026fbe0d6e758b62,Passport Finance,PASS,Wrapped Ether,WETH,0x9deeb1d2e8f3d601d0dbbb011a39c745c2aa3daa,Passport Finance,PASS,18,15,0x3585a10368fb2bc94c47ef293e5370c40cb1c988,15,1300000.0,1.09e-13,100.0,1e-17,1602900323,2020-10-17 2:05,burn,1602900323,2020-10-17 2:05,104.8091999,1e-17,-1.0,9.304444444,True,1602900323
2020-10-17,0xdf0403e34c981288dcefbbd38915ae29e1bc5d2c,Digital Twin Agree,DTA,Wrapped Ether,WETH,0x8e6c2b6445fc6170e9113583cdbb364235faa25f,Digital Twin Agree,DTA,18,31,0x1d4acc786d30176932122fb19c59defd508a8a40,31,1395.0,2.26e-11,1.0,1e-18,1603243267,2020-10-21 1:21,swap,1602902212,2020-10-17 2:36,29.05958484,0.01973578,-0.999320851,2.330555556,True,1602902212
2020-10-17,0xfe4429f7449e7dcddbc5bff5ec726fa4762a4ce8,Dior.finance,DIOR,Wrapped Ether,WETH,0x983e32aec33600fd4afafa64192d62c459eb29b3,Dior.finance,DIOR,18,14,0xfb83155feea3bc9c2c38324292464a036845894a,14,10000.0,100006016.2,10.0,0.001,1602902373,2020-10-17 2:39,swap,1602902373,2020-10-17 2:39,16.65503907,0.001004956,-0.999939661,1.195555556,True,1602902373
2020-10-16,0x43a1915cdd40d6becd34d80af2fd8d45f17cc961,Mer Coin,MER,Wrapped Ether,WETH,0x2232b8a7ff15e71b382a842ce62f49ccb3d039d5,Mer Coin,MER,18,131,0x9bfc72f5d76a8211e142065a418655d2bff8bd8b,131,1000000.0,4.27e-14,120.0,2.4e-17,1602904359,2020-10-17 3:12,burn,1602904359,2020-10-17 3:12,257.5861864,2.4e-17,-1.0,11.26416667,True,1602904359
2020-10-17,0x1d278a59b02d2d8bbe494afad9ca1ff86a2545e2,Wrapped Ether,WETH,prizepoolgame.finance,PPGF,0xf863c408aceba38f6ddb602a22e3d5f217b2901f,prizepoolgame.finance,PPGF,18,14,0x23a9eec20e5b51224f04f0040574860e9b5f078f,14,999999999.0,9.19e-12,9.9,1e-18,1602905035,2020-10-17 3:23,burn,1602905035,2020-10-17 3:23,10.84555305,1e-18,-1.0,1.299166667,True,1602905035
2020-10-17,0xf5a2835531878bd1b5c9c47581eebbfcc8e5f003,CorionX Utility Token @ corion.io,CORX,Wrapped Ether,WETH,0xbea9c043aaf539b5ecffc5195dd2d477058f0522,CorionX Utility Token @ corion.io,CORX,18,21,0x38581f33d70683b789a5cafcf9b13e6e290c5bd2,21,10000000.0,1.76e-13,200.0,6e-18,1602905239,2020-10-17 3:27,burn,1602905239,2020-10-17 3:27,253.9089227,6e-18,-1.0,2.028611111,True,1602905239
2020-10-16,0x894959b4a1d7b44604851ae0bb68ab41c69275f4,HOC,HOC,Wrapped Ether,WETH,0x26e6d20b00166a69b0d44459d2f070d10abd9a99,HOC,HOC,18,54,0xe87983f39cee7ffd488318adf6d47f94a73be41a,54,10000.0,7e-15,100.0,1.44e-16,1602906206,2020-10-17 3:43,burn,1602906206,2020-10-17 3:43,143.1715172,1.44e-16,-1.0,11.96388889,True,1602906206
2020-10-17,0x5fa82a6ec184626dbc8ec1004e68ba18242ab791,Wrapped Ether,WETH,Andromeda DAO,ANDA,0xf57d4738a9d564bf1254d0be4b425760d423288b,Andromeda DAO,ANDA,18,22,0x192ec42014904053fc9059503b69d8b25219bfbb,22,97000.0,1.38e-13,0.4,8e-18,1602906497,2020-10-17 3:48,burn,1602906497,2020-10-17 3:48,1.441564515,8e-18,-1.0,2.078055556,True,1602906497
2020-10-16,0x9d732acbd0c84425ca208efc9a04281b06db59b7,Wrapped Ether,WETH,DRC v2,DRCv2,0xf1ba07e67276535012681b364a111aaf6eb4dc1b,DRC v2,DRCv2,18,16,0xc0024107dafdbb4396ff2b95825ccc9b90596898,16,1000000000.0,1.7e-11,0.3,1e-18,1602907997,2020-10-17 4:13,burn,1602907997,2020-10-17 4:13,1.019566877,1e-18,-1.0,11.83305556,True,1602907997
2020-10-17,0x7c917fb0edcb7186f7d7db300188db3ed075a996,Investigate Blue Kirby,IBK,Wrapped Ether,WETH,0x307623239f1ea198d9ed7f46b12752be4585eeae,Investigate Blue Kirby,IBK,18,10,0x3585a10368fb2bc94c47ef293e5370c40cb1c988,10,1000.0,32.16440301,30.0,1e-18,1602911569,2020-10-17 5:12,burn,1602910390,2020-10-17 4:53,35.51134995,2.06e-16,-1.0,1.174166667,True,1602910390
2020-10-17,0x452c8837439ae83e0c1ac7a251a9354ba5615c22,Art Coin,ATC,Wrapped Ether,WETH,0x666a14b53b7f0a7d5c207d8628b0b8a5a23192db,Art Coin,ATC,18,95,0x9b188db56b6165874cfde414372056296f397d85,95,3000000.0,8.77e-14,150.0,1.2e-17,1602911892,2020-10-17 5:18,burn,1602911892,2020-10-17 5:18,242.3884564,1.2e-17,-1.0,1.776666667,True,1602911892
2020-10-17,0x2ce2b7ec0ac55004facb754d2ff8d7c4f969d0de,Investigatebluekirby.org,IBK,Wrapped Ether,WETH,0x8cfcf57333494dec0b2ae54e6f2f522362147ef8,Investigatebluekirby.org,IBK,18,10,0xccb58035c34cce97358b904f37fe6799830a7ab5,10,10000.0,9.56e-15,86.0,1.05e-16,1602915037,2020-10-17 6:10,burn,1602915037,2020-10-17 6:10,97.06266612,1.05e-16,-1.0,2.368888889,True,1602915037
2020-10-16,0x5fd17e86bb5eb8ca342b16b669a5dd509c86460e,Wrapped Ether,WETH,Passport.Finance,PASS,0xf210b4a3a0debff167ae7696c27a7d49e7b530b8,Passport.Finance,PASS,18,80,0x7f80afa524e31a3bb8329ef3199a0063f9d74863,80,300000.0,3.54e-14,60.0,2.9e-17,1602917353,2020-10-17 6:49,burn,1602917353,2020-10-17 6:49,120.3119268,2.9e-17,-1.0,16.345,True,1602917353
2020-10-17,0x8587923f0fecfa98e329563dd70452572891b80d,Wrapped Ether,WETH,Pineapple token,PPTN,0xe49b6d3d89b71d75b0bf2c3dd9e97404d2927e09,Pineapple token,PPTN,18,6,0x757753f143880fa06ff82d1da1ec3d38bf80a293,6,7777.0,4.27e-14,3.0,2.4e-17,1602917395,2020-10-17 6:49,burn,1602917395,2020-10-17 6:49,3.578153555,2.4e-17,-1.0,5.0775,True,1602917395
2020-10-17,0x6ffa6b15b379ca025913e762a060b657e41aa1fa,Wrapped Ether,WETH,Vray,V,0xe5070740eb64976a9f226f535affc9eca5652792,Vray,V,18,107,0x9b188db56b6165874cfde414372056296f397d85,107,300000.0,2.54e-14,120.0,4e-17,1602917882,2020-10-17 6:58,burn,1602917882,2020-10-17 6:58,236.5412591,4e-17,-1.0,1.644444444,True,1602917882
2020-10-17,0xa9758a8cd7a36a208cb55aa9e02fa1b60b74c36a,Encrypted storage token,EPST,Wrapped Ether,WETH,0x9b782d9263d05c7c2643f54db524bc8313323907,Encrypted storage token,EPST,18,7,0xac4b169225a1dbbcc73c174c65dd968bdcc11af7,7,5000.0,3.58e-14,1.5,2.8e-17,1602918043,2020-10-17 7:00,burn,1602918043,2020-10-17 7:00,2.42,2.8e-17,-1.0,5.743333333,True,1602918043
2020-10-17,0x5a79beb1548e617ca8ba3158975baed4a749b15a,Yearn File Storage Finance,YFILE,Wrapped Ether,WETH,0x2a4a232d82080166b6aa7e5bc8e9055b480b47af,Yearn File Storage Finance,YFILE,18,9,0xbd8faf1dbccb9952fff05dd5e5900693345b987d,9,12000.0,3.91e-14,7.0,2.6e-17,1602919722,2020-10-17 7:28,burn,1602919722,2020-10-17 7:28,7.408248156,2.6e-17,-1.0,1.989166667,True,1602919722
2020-10-17,0xfc51eae5442a2dbac1b72c3308f47578e510bebc,BTCUN,BTCUN,Wrapped Ether,WETH,0x6fa8712134c5509b6216388ecacefc012805d670,BTCUN,BTCUN,18,18,0x97697adbb4e50d6de106771f9f57f624e3628ea4,18,2100.0,4.83e-15,5.0,2.09e-16,1602920951,2020-10-17 7:49,burn,1602920951,2020-10-17 7:49,21.33068361,2.09e-16,-1.0,4.548888889,True,1602920951
2020-10-16,0x4e6e6390223aa7a2ae668b55ab53a4f377c07796,Injective Protocol,INJ,Wrapped Ether,WETH,0xb70e13595802fc0a2c763b6c852247cb666c9005,Injective Protocol,INJ,18,6,0xc60ceaad77101cc80cb283ede4a38d5cefa401dd,6,200000.0,3.99e-14,115.0,2.6e-17,1602921212,2020-10-17 7:53,burn,1602921212,2020-10-17 7:53,120.151,2.6e-17,-1.0,18.68666667,True,1602921212
2020-10-17,0x63803eee3a7d57532749cf19fe5c82918c3d5a7c,Savings and Loan,SNL,Wrapped Ether,WETH,0x797f9343971e91b3ae199036af9086d79f0c972e,Savings and Loan,SNL,18,7,0x32865c9a1961fbbd0a5941aee6e28335e0c4f17d,7,1100.0,1.06e-14,9.0,9.5e-17,1602921321,2020-10-17 7:55,burn,1602921321,2020-10-17 7:55,9.369123166,9.5e-17,-1.0,2.217777778,True,1602921321
2020-10-17,0xa3989279e8c7e1c3fc7909b4834dcaecba28a674,Investigatebluekirby.org,IBK,Wrapped Ether,WETH,0x69dc7ea3026f7f5183dd5957709594e1a05db9f3,Investigatebluekirby.org,IBK,18,7,0xa7c9fb8dbeb77ed6ede9d3f3b25ec26f5cbc15ae,7,10000.0,1.03e-14,86.0,9.8e-17,1602923030,2020-10-17 8:23,burn,1602923030,2020-10-17 8:23,90.41,9.8e-17,-1.0,1.899444444,True,1602923030
2020-10-16,0x697cd21dd59e7251f83ce2d64c0d761070b27d64,YFarmer,YFR,Wrapped Ether,WETH,0x18f597b7411fdadf0f114eaf26ad75de61063254,YFarmer,YFR,18,14,0x8a388abb61520c5240aabb59f791de5e7784f716,14,32000.0,1.57e-14,115.0,6.4e-17,1602923463,2020-10-17 8:31,burn,1602923463,2020-10-17 8:31,122.6126263,6.4e-17,-1.0,17.39138889,True,1602923463
2020-10-17,0x85ff746adeaabd19507beced48847a737345d6fc,Wrapped Ether,WETH,EZG.Network,EZG,0xdc44fe05a0469414ffcc1a37ec0ebcaa489f9782,EZG.Network,EZG,18,21,0xd43380531b24fe48936e4c7550d5750fe572bfe6,21,1500000.0,9.73e-14,115.0,1.1e-17,1602923564,2020-10-17 8:32,burn,1602923564,2020-10-17 8:32,135.080111,1.1e-17,-1.0,6.090555556,True,1602923564
2020-10-17,0xebe95c2ccd20af4136c5a8895eb6956fc7c96c60,thugs.fi,THUGS,Wrapped Ether,WETH,0xa4abf4f8b94c70e6501fb7087900e5c35a2bf7e9,thugs.fi,THUGS,18,35,0xb5843ee3937ed89aa84b6c309f2061702e507874,35,32000.0,1.1e-14,80.0,9.1e-17,1602923673,2020-10-17 8:34,burn,1602923673,2020-10-17 8:34,145.5182368,9.1e-17,-1.0,5.724444444,True,1602923673
2020-10-17,0x28d56eaed9b63da9667eda2736bf0ed689bd0e93,Big World Coin,BWC,Wrapped Ether,WETH,0x3b30209ecfa007fccaca0b8f6e1ee978b4a98efe,Big World Coin,BWC,18,116,0x9b188db56b6165874cfde414372056296f397d85,116,500000.0,2.82e-14,100.0,3.6e-17,1602923822,2020-10-17 8:37,burn,1602923822,2020-10-17 8:37,251.6063238,3.6e-17,-1.0,1.594166667,True,1602923822
2020-10-16,0xdc5d24de6cd4718c6ab055c4946b56db72001f5d,Curry,CURRY,Wrapped Ether,WETH,0x23f7afa627b59fcbf5494511e4bfd127600f77aa,Curry,CURRY,18,6,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,6,30000.0,1.76e-14,80.0,5.7e-17,1602925806,2020-10-17 9:10,burn,1602925806,2020-10-17 9:10,87.95916682,5.7e-17,-1.0,20.63333333,True,1602925806
2020-09-17,0x6c1144dd0a867cb7d0931196e191cd06330fb3dc,"""BANKEX"" project utility token",BKX,Wrapped Ether,WETH,0x45245bc59219eeaaf6cd3f382e078a461ff9de7b,"""BANKEX"" project utility token",BKX,18,107,0x9683a468d0b71139be0ccf9cff814fea7c2d5cf8,107,630.9987561,14928.39825,0.005323815,0.168,1635072944,2021-10-24 10:55,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1602926147
2020-09-13,0x2b93b526fba3296507bcb6ec78018380873f55cb,YearnSwap,YSWAP,Wrapped Ether,WETH,0x6d10d294f5cd269d6f890e03391cfe70f073b6f7,YearnSwap,YSWAP,18,28,0x5ff396420b8cb53b4a89e7c891dedd91b627d838,28,10000.0,14237.384,20.0,0.00012,1602927425,2020-10-17 9:37,burn,1602927319,2020-10-17 9:35,13.33160174,0.039994805,-0.997,813.0719444,True,1602927319
2020-10-17,0x964ab334f74aed1604b806ed299b422e41e99d35,Dracula Network,DMN,Wrapped Ether,WETH,0x0374a144f799bc64ec00c03dbb9065ad19e84c4e,Dracula Network,DMN,18,30,0x7ef39e737e0698acd2b361510682abba93c10671,30,24377.0,5.3e-15,710.0,1.89e-16,1602929690,2020-10-17 10:14,burn,1602929690,2020-10-17 10:14,784.7907862,1.89e-16,-1.0,2.130833333,True,1602929690
2020-10-17,0x3113dcf0c9cbcfcb5af844e8adccfab87fa4d329,Rocket Cion,RKC,Wrapped Ether,WETH,0xbcd782539cd45cecb09d65af8729e595d0bb1ced,Rocket Cion,RKC,18,120,0x9b188db56b6165874cfde414372056296f397d85,120,999999.0,4.54e-14,99.9999,2.3e-17,1602931533,2020-10-17 10:45,burn,1602931533,2020-10-17 10:45,220.9924105,2.3e-17,-1.0,2.053611111,True,1602931533
2020-09-17,0x2939ec8d997d993bcd6e364c8f5f3dc7f4cd1c52,Freedom Dividend Coin,FDC,Wrapped Ether,WETH,0x311c6769461e1d2173481f8d789af00b39df6d75,Freedom Dividend Coin,FDC,2,253,0x9abfa98c2d31a07694bc31cccd97a1ff17e91d00,253,900000.0,1226723.27,1.0,0.76,1631555839,2021-09-13 17:57,,0,1970-01-01 0:00,0.0,0.0,,0.0,False,1602932299
2020-10-17,0x0f67ea7c0cdf1d2e6f22ec4aae366e41b5ba6e99,FireSide Crypto,FIRESIDE,Wrapped Ether,WETH,0x57664e83709488d28963c7a2cbedabd8db2662ab,FireSide Crypto,FIRESIDE,18,6,0x07f44fca0d35114f42fe0c58a6409cdd06f2d78d,6,20000000.0,7.07e-13,40.0,2e-18,1602932752,2020-10-17 11:05,burn,1602932752,2020-10-17 11:05,40.02385788,2e-18,-1.0,10.35111111,True,1602932752
2020-10-17,0x170e4143c9ebf148a985dd49a7ef9b42a08d7686,Thugs.Finance,THUGS,Wrapped Ether,WETH,0x3477b2c5670377d8ba1c2c883bbf4fa184b5494c,Thugs.Finance,THUGS,18,48,0x39e95de67ed1fb2f26162f7f4e7837c63a78f791,48,18000.0,8.04e-15,70.0,1.25e-16,1602934557,2020-10-17 11:35,burn,1602934557,2020-10-17 11:35,140.0435807,1.25e-16,-1.0,4.541666667,True,1602934557
2020-10-17,0x6e110cbe4b2f86594bc90f34265aefdb645dba24,Uniswap DNI,UDNI,Wrapped Ether,WETH,0x3f13e82f1d895f1c4b352be310f678ce44ebd719,Uniswap DNI,UDNI,18,7,0x416f25aeed6a29a75905fa680872e50324c590aa,7,5000.0,2.43e-14,9.0,4.2e-17,1602936607,2020-10-17 12:10,burn,1602936607,2020-10-17 12:10,8.752481788,4.2e-17,-1.0,2.974166667,True,1602936607
2020-10-17,0xb78852a3a8a97d4aba5e0c845b91f6d75cc08bab,swag.finance,SWAG,Wrapped Ether,WETH,0x9afdb2cb14abd277f4debe8b0d0c4346280d5230,swag.finance,SWAG,18,9,0xe267c90567d6c423d70f2329ba870b86fd65fe4b,9,3800.0,1.38e-14,19.0,7.3e-17,1602937003,2020-10-17 12:16,burn,1602937003,2020-10-17 12:16,19.52092095,7.3e-17,-1.0,1.178333333,True,1602937003
2020-10-16,0x69479a0d418208bff3a499aefa3cf0a09a80e312,SfVault,YFSF,Wrapped Ether,WETH,0xa47d1e84628017a66620abeb108e398ab73386b8,SfVault,YFSF,18,34,0x3454fe96b6fcd98f8b15b5fe8aa607909f585231,34,500.0,5.52e-15,9.9,1.82e-16,1602937212,2020-10-17 12:20,burn,1602937212,2020-10-17 12:20,12.75911034,1.82e-16,-1.0,21.51444444,True,1602937212
2020-10-17,0xad2f8c8d8f318177e37f1f7ed7dddd5e187bbb53,FIL Finance,FILF,Wrapped Ether,WETH,0x9fabf0dd629e3c0da8079e136016d96b8bf4ff31,FIL Finance,FILF,8,7,0x4050f2fe89b4070c790801925bd2c88f0eb1b683,7,10000.0,1e-08,2.66,2.67e-12,1602937403,2020-10-17 12:23,burn,1602937403,2020-10-17 12:23,4.36,2.67e-12,-1.0,7.873333333,True,1602937403
2020-10-16,0xcf0ebbd61eb267b47b544495953365970d1ab43b,Wrapped Ether,WETH,AXIAV3 TOKEN,AXIAV3,0xfc4ecaa286bd3b09023df37abf191278fabcd805,AXIAV3 TOKEN,AXIAV3,18,29,0x462a3ba8c8ee72d5316afc2e688f797c46a1d4de,29,2000000.0,1.22e-13,80.0,9e-18,1602937867,2020-10-17 12:31,burn,1602937867,2020-10-17 12:31,104.0426691,9e-18,-1.0,26.31083333,True,1602937867
2020-10-17,0x51b6ef18f24585d9800fe909d82a0a61d421781a,Network Coin,NWC,Wrapped Ether,WETH,0x8544a51010c635b8e89e010a346e9219823921ea,Network Coin,NWC,18,133,0x9b188db56b6165874cfde414372056296f397d85,133,200000.0,1.62e-14,100.0,6.3e-17,1602939059,2020-10-17 12:50,burn,1602939059,2020-10-17 12:50,278.1159507,6.3e-17,-1.0,1.796944444,True,1602939059
2020-10-14,0x32acb97edf00e0a4b4cafd952dc70e77d025a777,RocketMoontoken,RMT,Wrapped Ether,WETH,0x7bf7c2aeba9f77919ed2e0cb5684ff7fe084b306,RocketMoontoken,RMT,18,519,0xd01e6c99302c91555a621ecbab6186bce0ec3b08,519,218.0,36.21645945,30.0,0.00315,1603518638,2020-10-24 5:50,burn,1602939238,2020-10-17 12:53,9.1224576,0.027367373,-0.997,81.55861111,True,1602939238
2020-10-17,0x20aa85e54531f4bb6b4b7cdb4664e62481df8fa9,Digital Twin Agree,DTA,Wrapped Ether,WETH,0x23018e990fbfefc5352c06d9540126e90719cffe,Digital Twin Agree,DTA,18,7,0x76d670a6776b8ae84fc0c33d30e2791dda66e50d,7,180000.0,3.99e-13,0.6,3e-18,1602939495,2020-10-17 12:58,burn,1602939495,2020-10-17 12:58,0.823915755,3e-18,-1.0,3.877777778,True,1602939495
2020-10-17,0x1902c60e987ca829a71df666fcc41009a506330c,NINI.Finance,NINI,Wrapped Ether,WETH,0x62c23dfdc642d1a2eb2d948f88e73411814e30ca,NINI.Finance,NINI,18,29,0x4537a86637ae0d1b7b8e794a39ff3270cec30683,29,10000.0,7.88e-15,20.0,1.28e-16,1602940971,2020-10-17 13:22,burn,1602940971,2020-10-17 13:22,57.06023445,1.28e-16,-1.0,2.900833333,True,1602940971
2020-09-08,0xab49d64095f32fc9402d5384845bde7f08706065,Sharkbit Finance,SBIT,Wrapped Ether,WETH,0x24f967ef6f942c198c5507d78a007aa198976f7d,Sharkbit Finance,SBIT,18,1674,0x4bf69ddc1f5de9e7190d286df0d374a5bf8134b1,1674,12500.0,77.37517569,10.0,0.0167,1606539248,2020-11-28 4:54,burn,1602941194,2020-10-17 13:26,12.12947585,0.036388428,-0.997,932.2847222,True,1602941194
2020-10-17,0xb79d9d0d25ef4561d931a29132584119a1526179,shells.finance,Shell,Wrapped Ether,WETH,0x879a1c7dd8f07a2835e55927659a6fc2b92b13e3,shells.finance,Shell,18,19,0x4aaaf3afc02f71f1a48c90e60775a178ac80546e,19,20.0,4.15e-15,1.0,2.42e-16,1602941920,2020-10-17 13:38,burn,1602941920,2020-10-17 13:38,316.4283549,2.42e-16,-1.0,11.4375,True,1602941920
2020-10-17,0x4ce9f1c5e541086f3c1b0b0a2f4e2256ed1b43ad,Galaxy finance,GLXF,Wrapped Ether,WETH,0x958123842673b2e7ba1f8296f2f084294083c9a4,Galaxy finance,GLXF,18,8,0xf60446d1c81adf7dccd7925e3fe54f1bcca9f64d,8,10000.0,1.03e-14,86.0,9.7e-17,1602943195,2020-10-17 13:59,burn,1602943195,2020-10-17 13:59,89.71,9.7e-17,-1.0,5.389166667,True,1602943195
2020-10-17,0x679107d5b6660985d2ca87bfde1814bf06162e9e,Oracle,Oracle,Wrapped Ether,WETH,0x2eabbd19b7479342b3c518afe2ef08435e2a9e15,Oracle,Oracle,18,70,0xa698f07f905f867da880509bc6ada5ee4ccece07,70,10000.0,5.91e-15,100.0,1.71e-16,1602943293,2020-10-17 14:01,burn,1602943293,2020-10-17 14:01,170.1465796,1.71e-16,-1.0,7.660833333,True,1602943293
2020-10-17,0x07d63ed21da270845c60f8abfffc2b742bca0f12, Universal Search Token,UST,Wrapped Ether,WETH,0x83ac68d57e48aaae5477bf3b40db58adff54829e, Universal Search Token,UST,18,10,0x54443b1dd5b155fda01694a8d0cdc4db0e2ceffd,10,1741.0,1.46e-14,8.0,6.9e-17,1602943883,2020-10-17 14:11,burn,1602943883,2020-10-17 14:11,8.084926283,6.9e-17,-1.0,2.002777778,True,1602943883
2020-10-17,0x64b36c060dc90b8ddc977bbfccc8719669ddc6c9,Wrapped Ether,WETH,Bit Element,BTY,0xe9196d4a6746b93f461de3e0ca563d599f190266,Bit Element,BTY,18,167,0x9b188db56b6165874cfde414372056296f397d85,167,500000.0,3.01e-14,150.0,3.4e-17,1602944066,2020-10-17 14:14,burn,1602944066,2020-10-17 14:14,289.0451869,3.4e-17,-1.0,1.285277778,True,1602944066
