createdAtTimestamp,id,token0.name,token0.symbol,token1.name,token1.symbol,token00.id,token00.name,token00.symbol,token00.decimals,token00.txCount,token00_creator_address,txCount,initial_Liquidity_Token,current_token,initial_Liquidity_Eth,current_Eth,last_transaction_timestamp,last_transaction_date,rugpull_method,rugpull_timestamp,rugpull_timestamp_date,before_rugpull_Eth,after_rugpull_Eth,rugpull_change,rugpull_proceeding_our,is_rugpull,feature_timestamp,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,active_period,LP_Creator_amount,LP_Creator_address,LP_avg,LP_stdev,total_LP_amount,initial_supply,receiver_list
2020-11-08,0x1ace96526dec202d22b19bd56bb66443f0b12924,Wrapped Ether,WETH,covault.network,CORIA,0xe8a4e4ac4da3d0d937c34d8acf795816cac4e62f,covault.network,CORIA,18,37,0xe0cb11fb257799792c2cf8a1618fc58d6dfd943a,37,40888.0,59.71886605,50.0,0.151,1604853650,2020-11-08 16:40,burn,1604853650,2020-11-08 16:40,71.91695379999999,0.150893177,-0.997901841,4.279444444,True,1604853650,1,35,0,0.0277777777777777,0.9722222222222222,0.0,0.0,0.4000407996736026,0.0,31,4,6.2,4902,1429.82516413721,0xe0cb11fb257799792c2cf8a1618fc58d6dfd943a,100.0,0.0,1429.82516413721,49999.99999999999,[{'address': '0xe0cb11fb257799792c2cf8a1618fc58d6dfd943a'}]
2020-11-08,0xfd13804c27e0963ddbbe0cffbf5e0fb8566af4b2,Mercurity.finance,MEE,Wrapped Ether,WETH,0x980a74d04e0c45d38b437c6930b853c1d7bf6914,Mercurity.finance,MEE,18,14,0x852dd32bdc66fa41c37673220235f74f02a28b04,14,5000.0,7.07e-14,1.0,1.5e-17,1604855469,2020-11-08 17:11,burn,1604855469,2020-11-08 17:11,1.001327738,1.5e-17,-1.0,16.805,True,1604855469,1,12,0,0.0769230769230769,0.9230769230769232,0.0,0.0,0.1449062617959149,0.0,6,6,0.8571428571428571,23843,70.71067811865477,0x852dd32bdc66fa41c37673220235f74f02a28b04,100.0,0.0,70.71067811865477,5000.0,[{'address': '0x852dd32bdc66fa41c37673220235f74f02a28b04'}]
2020-11-05,0x8badb9172023f60e2f532a87c45f39f5d76d9a77,BurningApe,BAPE,Wrapped Ether,WETH,0x05dd9368b94bfaf402fdf9ebc2ab356f79c92c01,BurningApe,BAPE,18,133,0x8ee6a51cda6b5338158099ae385eb5c4d71dd4b9,133,250.0,1.730303894,15.0,0.0197,1604856150,2020-11-08 17:22,burn,1604856150,2020-11-08 17:22,6.570851549,0.019712555,-0.997,76.04722222,True,1604856150,1,131,0,0.0075757575757575,0.9924242424242424,0.0,0.0,0.0416045471487141,0.0,50,81,0.6097560975609756,257568,61.23724356957945,0x8ee6a51cda6b5338158099ae385eb5c4d71dd4b9,100.0,0.0,61.23724356957945,650.0,[{'address': '0x8ee6a51cda6b5338158099ae385eb5c4d71dd4b9'}]
2020-11-08,0x4d0586d59d6dc24502e36617bbffedb5e9efbd78,Wrapped Ether,WETH,Mata Token,MATA,0xf8cfeb223e5fcb897f056b7598e53d9b040206ee,Mata Token,MATA,18,84,0xc321977e7cb94c4dd4db77455d4543edf9c03eba,84,21000.0,8.14e-15,100.0,1.24e-16,1604861220,2020-11-08 18:47,burn,1604861220,2020-11-08 18:47,178.5566821,1.24e-16,-1.0,1.7116666669999998,True,1604861220,1,82,0,0.0120481927710843,0.9879518072289156,0.0,0.0,0.3902730715567072,0.0,68,14,4.533333333333333,5017,1449.1376746189435,0xc321977e7cb94c4dd4db77455d4543edf9c03eba,100.0,0.0,1449.1376746189435,21000.0,[{'address': '0xc321977e7cb94c4dd4db77455d4543edf9c03eba'}]
2020-11-08,0x0913b2a017841363fa62848c95abc25cc2eb1cdb,yTV,YTV,Wrapped Ether,WETH,0x1535c2f9541ed58d5238151360d8698dd6656eb8,yTV,YTV,18,16,0x4a43147651a63d8c05f3dc4b9560ab54a07bb38b,16,2250.0,1.59e-14,8.0,6.3e-17,1604862765,2020-11-08 19:12,burn,1604862765,2020-11-08 19:12,8.437524889,6.3e-17,-1.0,10.19694444,True,1604862765,1,14,0,0.0666666666666666,0.9333333333333332,0.0,0.0,0.3835616438356164,0.0,8,6,1.1428571428571428,3139,134.16407864998737,0x4a43147651a63d8c05f3dc4b9560ab54a07bb38b,100.0,0.0,134.16407864998737,2500.0,[{'address': '0x4a43147651a63d8c05f3dc4b9560ab54a07bb38b'}]
2020-11-08,0x1fb8540ef23f26bfeb1c3ac62854eab581bdee38,KEEP3RVCoin,KEEP3R,Wrapped Ether,WETH,0x36a1af820a22d5ada58655b3be5cbfe9859c9f06,KEEP3RVCoin,KEEP3R,18,79,0xac10af40abc7c67129b8c256a8c71b896a37d799,79,100000.0,2.31e-14,10.0,4.4e-17,1604864694,2020-11-08 19:44,burn,1604864694,2020-11-08 19:44,43.58402181,4.4e-17,-1.0,5.575555556,True,1604864694,1,77,0,0.0128205128205128,0.9871794871794872,0.0,0.0,0.2374173868835789,0.0,68,9,6.8,9835,1000.0,0xac10af40abc7c67129b8c256a8c71b896a37d799,100.0,0.0,1000.0,100000.0,[{'address': '0xac10af40abc7c67129b8c256a8c71b896a37d799'}]
2020-11-08,0xacc30e93f5b2a0eafd35bb6a131413004b2ec01c,yf.center,YFCG,Wrapped Ether,WETH,0x2b5e0837418e7a6a5fa9f1b6310877b676694b53,yf.center,YFCG,18,9,0xa0985a2348b281ac31e752df25448f8368b64b99,9,100.0,7.5e-15,1.0,1.34e-16,1604864858,2020-11-08 19:47,burn,1604864858,2020-11-08 19:47,1.33454513,1.34e-16,-1.0,1.022777778,True,1604864858,1,7,0,0.125,0.875,0.0,0.0,0.5860105734038227,0.0,6,1,3.0,2459,10.0,0xa0985a2348b281ac31e752df25448f8368b64b99,100.0,0.0,10.0,1000.0,[{'address': '0xa0985a2348b281ac31e752df25448f8368b64b99'}]
2020-11-08,0x20120bb243c3b3010639cd4a767632252b96ccab,BIDEN Token,BIDEN,Wrapped Ether,WETH,0x30cbe58d19897df8d50c8913181bf78983587f0e,BIDEN Token,BIDEN,18,23,0x7c6f260df3ae6a9d51cc0013feaf4e05778e1a65,23,9990.0,1.43e-14,2.57,7.1e-17,1604865427,2020-11-08 19:57,burn,1604865427,2020-11-08 19:57,5.635439527000001,7.1e-17,-1.0,3.256944444,True,1604865427,1,20,1,0.0454545454545454,0.9090909090909092,0.0454545454545454,0.0,0.640495867768595,0.8794528355656882,19,1,9.5,7018,80.11600963602719,0x7c6f260df3ae6a9d51cc0013feaf4e05778e1a65,100.0,0.0,80.11600963602719,10250.0,"[{'address': '0x031d64350da3694b8b2eccc4564c98d1cc5d0a86'}, {'address': '0x0780a96cfb86020afd42f4e7117abe611423d9c0'}, {'address': '0x079555ba066f0e79866ecc50166ab1e488512aa0'}, {'address': '0x0d94c3dc6d3afdb383116e3fbd7b6610e73b9828'}, {'address': '0x19cea74af1069fea5175ec77bb8d73de9f16530d'}, {'address': '0x1a4ceb12f0c6cc0ff827c45cf243d5ad1972ccbb'}, {'address': '0x1cd3ac22813f2b3f3b84a0759856e397153c6b3e'}, {'address': '0x27c920d5124db3004bd8ee85d684321e5acfa092'}, {'address': '0x286c6fdc51fdda269dd135cc9de405e00ba39a44'}, {'address': '0x28f08ec9a494e749c48960172636fafb3e188bfa'}, {'address': '0x2bde808c5f9b17f8b82a58c1c7fce482c89afddc'}, {'address': '0x38701cd0d4764516eb034839461aef2b9ddde7d9'}, {'address': '0x41386387d2a668026a1696de71c405d66ee5beaf'}, {'address': '0x457f1cfdeb3f07a7d90b459018065a6a5ebb3431'}, {'address': '0x47513f9842d370b47fc27e6fff8ce8f9605403a8'}, {'address': '0x4d8fa06eaeab8e78ccf38b063bb1afb07c1566a8'}, {'address': '0x502672e4b1a98fbd7eecb5cbdb00b93d8ffa7508'}, {'address': '0x58c6460c921db3e3d458dcf12de7541e921d76ca'}, {'address': '0x654ea2bedbe2e5c1cd1bd79907a2c4d2df1feab8'}, {'address': '0x6754b00d1c2098cabe51a2e21b4b214f2a3823f1'}, {'address': '0x74586554ccada163c869fbc4d865304900958599'}, {'address': '0x7c6f260df3ae6a9d51cc0013feaf4e05778e1a65'}, {'address': '0x7e9b293d6989e9d397d2cc691bba37ae9c339388'}, {'address': '0x8274087e7b9aeacce0bd38c6ef9b9f111e81bfca'}, {'address': '0x85b247750fb9769e8c3ae5e6ba4fe236c0f773f6'}, {'address': '0x8715035e5f8f3d25c3d06907fc9f376a6fbd19fd'}, {'address': '0x87c7219e1460fb9211ffcfd1d4d6fda5a04c8d97'}, {'address': '0x89c7c7c2c3221130e3b3df6cc412dd1c34743e7c'}, {'address': '0x8a264fc1d0e772020d56c9346bc5afc20df3112a'}, {'address': '0x9d2ac1ca75934b5b6b001bfd7f887b24451f50c4'}, {'address': '0xa08cc5aa965044a36a712e08ce1a26858f86cfb6'}, {'address': '0xaf7604a95fbd976c8c80c15872bfa286c704e258'}, {'address': '0xb0e0ea95f9a30df95b1df91a7c372f373076a33d'}, {'address': '0xb2b359008e1f75a708bc54f034d3710ea707ef69'}, {'address': '0xb67f253ef0bb84d926e14d5b2faf9ba891db6a4a'}, {'address': '0xb8735d5897da1b7000e05493ab8818982571e295'}, {'address': '0xb9829e1643ddceb0d817e7f99a5c9bbc4c8da9e3'}, {'address': '0xca174a699b09edc6db795a9bb665cac88ffe6501'}, {'address': '0xca4a967a5474d3f798684a3865296d9b330121db'}, {'address': '0xcc5274003b65dd00e121acf2296389cc40137eec'}, {'address': '0xcd4899a6290b96f870752fa8ec3e750319f10c15'}, {'address': '0xcfacb07f7b2bbedf8e54311d2d268d3fff914986'}, {'address': '0xd23b8d401a0fa4e911f2aed4b2dc1ac92c3bfdb2'}, {'address': '0xd25a1cd450df4d389b53e8432821fd627f46be8f'}, {'address': '0xd3c2a48a66714627cbd103abe9e52332de6997f8'}, {'address': '0xe0bdd57529e6f2a9013c1d8efc365dc5bb961c0c'}, {'address': '0xe50a4b723b75311c0e85a137461fe2e6c2106e14'}, {'address': '0xe5fa7a193b38e8bc09007f685e88b67cc2b2a836'}, {'address': '0xf7ec0c8955d4ef3d9d6f4690ebe5d7638768ad22'}, {'address': '0xfca4d76a7080391c618c215f4f6b8885076b4435'}, {'address': '0xfcddf544eedbfeaa99f7220661b0620fe5a13375'}]"
2020-11-08,0x388913748488fccf6e337d3e1c654d0724e9e2c1,DokiDokiFinance,DOKI,Wrapped Ether,WETH,0x58cf3b920caf4201b01985b652a3bcd49bfcbc90,DokiDokiFinance,DOKI,18,7,0x2101991c4562aa21c485e6d7d37ad28a491f5706,7,8.0,2.57e-15,1.0,3.9e-16,1604865657,2020-11-08 20:00,burn,1604865657,2020-11-08 20:00,1.100393605,3.9e-16,-1.0,1.7458333330000002,True,1604865657,1,5,0,0.1666666666666666,0.8333333333333334,0.0,0.0,0.6212030970815962,0.0,3,2,1.0,1679,2.828427124746189,0x2101991c4562aa21c485e6d7d37ad28a491f5706,100.0,0.0,2.828427124746189,39124.0,[{'address': '0x2101991c4562aa21c485e6d7d37ad28a491f5706'}]
2020-11-07,0x296cb4be4f920ea12a468d3627b7a87ff5645eb1,Wrapped Ether,WETH,UNION Finance (unn.finance),UNN,0xf53886eef2b442d0f8aa68be2f1b029b96a79e35,UNION Finance (unn.finance),UNN,18,210,0x6e9d8b1bae42447095053604bb28906416f1702a,210,10000000.0,1.45e-06,200.0,8.33e-10,1604866187,2020-11-08 20:09,burn,1604866187,2020-11-08 20:09,538.0095758,8.33e-10,-1.0,24.68555556,True,1604866187,2,206,1,0.0095693779904306,0.985645933014354,0.0047846889952153,0.2340423134984115,0.4355834441114841,0.7949214789446409,153,53,2.833333333333333,88766,22360.67977499789,0x6e9d8b1bae42447095053604bb28906416f1702a,50.0,49.99999999984512,22360.679775032528,100000000.0,[{'address': '0x6e9d8b1bae42447095053604bb28906416f1702a'}]
