id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0x0bb88827cf5ca85e1054887a190a02fe47aa2024,TRUE,0.994154738,0.994154738,0.017241379,0.982758621,0,0,1316,3556,56.66682009,0,57,100,0,1,0,0.000937292,0,160
0x5d485d4163b230840c06f99fd459a74ab9b75479,TRUE,2.680926326,2.680926326,0.05,0.916666667,0.033333333,1611,940,25950,48.25667387,0.893642109,27,100,0,0,0,0,0,160
0x7616c83efeb6835ea637a4e8b337fe0099b853e6,TRUE,1.878053817,1.878053817,0.028985507,0.956521739,0.014492754,4008,2005,34956,61.97577596,0,66,100,0,1.001185438,0,0,0,160
0x908865cc3b2e29857b9e298771fabdc76de7e8b0,TRUE,1.853991999,0.926996,0.029411765,0.970588235,0,2884,1969,47630,54.69276397,6.488971997,7.375,50,49.97422875,0.998244633,0,0,1,160
0xefdb9031b52f56296712cf25390a5dda9e77403e,TRUE,1.719823468,0.859911734,0.016393443,0.983606557,0,7565,4289,6145,46.43523363,6.879293871,6.625,100,0,1,0,0,0,160
0x9dd186b2294854dbef3a22708eaa1c888041b1f2,TRUE,1.712138262,0.856069131,0.033333333,0.966666667,0,30492,5026,32581,25.68207393,0,29,100,0,1.002988342,0,0,0,160
0xf45cb7d5ed26c9b46bcbf5d9b03bf9f01ce86bf5,TRUE,1.385874983,0.692937491,0.042553191,0.957446809,0,3200,7361,15596,29.10337463,2.771749965,8.2,50,49.99451789,1,0,0,0,160
0xcad7a93352ee4d1da7849881846f2c2c6c8c1bbf,TRUE,1.121192825,1.121192825,0.055555556,0.944444444,0,170313,29122,187696,9.530139009,0.560596412,17,100,0,0.998396721,0,0,1,160
0x1d38a030035ea98ea4858c1bafd480164b6460a0,TRUE,1.083338035,0.541669018,0.024390244,0.975609756,0,255874,570,12768,19.50008464,2.166676071,7.2,100,0,1,0,0,0,160
0x31a60bcf4d470f274a947aebe73d962a9ef49c17,TRUE,0.997262804,0.997262804,0.047619048,0.952380952,0,0,288,1660,17.95073047,1.994525608,6,100,0,1.002988342,0,0,0.053531895,160
0xa122820e399a05b1bd6827b8335575a8dd40376a,TRUE,0.996518447,0.996518447,0.066666667,0.933333333,0,0,569,2113,11.95822136,1.993036893,4,100,0,1.002988342,0,0,0,160
0x9b75627173423461fc43088fb4d4688ce2dcec47,TRUE,0.996088442,0.996088442,0.090909091,0.909090909,0,0,85,2375,9.960884424,0,10,100,0,1.002988342,0,0,0,160
0xfb77ceaf91ae2f6b8e34ca8fd6a296b67179eab8,TRUE,0.995378599,0.995378599,0.05,0.95,0,0,512,2808,18.91219339,0,19,100,0,1.002988342,0,0,0,160
0x61f1100ac908ba00c0b95d192e74784a5b928fff,TRUE,0.995355665,0.995355665,0.047619048,0.952380952,0,0,526,2822,19.9071133,0,20,100,0,1.002988342,0,0,0,160
0x08ddb60ea2f32bbc02a0c6f9fda4693a67ca827f,TRUE,0.995041246,0.995041246,0.027027027,0.972972973,0,0,524,3014,35.82148486,0,36,100,0,1,0,0,0,160
0x531881b470a8f95f3efc84b44e01e87e9cc1d105,TRUE,0.995026513,0.995026513,0.018181818,0.981818182,0,0,963,3023,53.73143168,0,54,100,0,1,0,0,0,160
0xa330fd4b80fb58ebc878e4e470afc51be7fb9acd,TRUE,0.994933211,0.994933211,0.058823529,0.941176471,0,0,478,3080,14.92399816,0.994933211,7.5,100,0,1.001185438,0,0,0,160
0xb3c83e9c939a4b1e9e5c03db5d0d66a914779374,TRUE,0.994568354,0.994568354,0.020833333,0.979166667,0,0,839,3303,46.74471266,0,47,100,0,1,0,0,0,160
0x0bf91eef6d463782bf4df2e37354994df707c571,TRUE,0.994566719,0.994566719,0.03030303,0.96969697,0,0,501,3304,31.826135,0,32,100,0,1.002988342,0,0,0,160
0xe09cb29bd7e2e37b9b6775bb3e11bfcf91481a0d,TRUE,0.994252798,0.994252798,0.043478261,0.956521739,0,0,573,3496,21.87356156,0,22,100,0,0.998244633,0,0,0,160
0xd3fac033d04099a234b848f2c4ad5f0faedfea68,TRUE,0.994153104,0.994153104,0.018181818,0.981818182,0,0,970,3557,53.68426763,0,54,100,0,1,0,0,0,160
0x029b7972d3f56d8c22969be33bae93f039bb4640,TRUE,0.993991349,0.993991349,0.016666667,0.983333333,0,0,706,3656,58.64548957,0,59,100,0,1,0,0,0,160
0x43c9c402762498ef5f54125037ae34387bc0b655,TRUE,0.993886807,0.993886807,0.01754386,0.98245614,0,0,862,3720,55.65766121,0,56,100,0,1,0,0,0,160
0x5c409cae68f1ee20ddb5b0a5b5825a9523af0e44,TRUE,0.993681056,0.993681056,0.018181818,0.981818182,0,0,1064,3846,53.65877702,0,54,100,0,1,0,0,0,160
0x64c2346aa0c64beee6188905a72e116d47760b2e,TRUE,0.993636977,0.993636977,0.019230769,0.980769231,0,0,633,3873,50.67548585,0,51,100,0,1,0,0,0,160
0xeff36a4ecc2ac45c45447e0025899ad4eb945f29,TRUE,0.993610859,0.993610859,0.055555556,0.944444444,0,0,669,3889,16.8913846,0,17,100,0,1,0,0,0,160
0xf6951b51ded2105179b2e2df9c014360f5eb12ff,TRUE,0.992990942,0.992990942,0.028571429,0.971428571,0,0,545,4269,33.76169203,0,34,100,0,1,0,0,0,160
0xc5095a88ef2b7bac2a2321d4390d72c93a3b3828,TRUE,0.992845863,0.992845863,0.0625,0.9375,0,0,446,4358,14.89268794,0,15,100,0,1,0,0,0,160
0xc2dec582b759f6296f836dab0d0ecf03620e58ad,TRUE,0.992772524,0.992772524,0.018181818,0.981818182,0,0,1312,4403,53.6097163,0,54,100,0,1,0,0,0,160
0x7880134f8f2e6efe6528708d428f485b78f4a498,TRUE,0.99274808,0.99274808,0.024390244,0.975609756,0,0,796,4418,36.73167897,2.978244241,9.25,100,0,1.001185438,0,0,0,160
0x5c8c95e46284f2bd50fe5200b326264b56757a4c,TRUE,0.992580266,0.992580266,0.038461538,0.961538462,0,0,1214,4521,24.81450664,0,25,100,0,1,0,0,0,160
0xc71bc0934f20e4497b477875510e42065db91aad,TRUE,0.99248905,0.99248905,0.025,0.975,0,0,435,4577,38.70707296,0,39,100,0,1,0,0,0,160
0xe5da3731ac32f2a26523ef33aedbe9489492cb1a,TRUE,0.992466249,0.992466249,0.019607843,0.980392157,0,0,468,4591,49.62331245,0,50,100,0,1,0,0,0,160
0x4ef9fdc711e68503c547def84630650eae2ac6a1,TRUE,0.99242065,0.99242065,0.027027027,0.972972973,0,0,773,4619,33.74230209,1.9848413,11.33333333,100,0,1.001185438,0,0,0,160
0xddd0b2cc7a48aa9d3692bcb3c572883f81f6924b,TRUE,0.992391338,0.992391338,0.0625,0.9375,0,0,280,4637,14.88587007,0,15,100,0,1,0,0,0,160
0x85f7cd90f857a4a75dc858dcf76889acbc2e92a0,TRUE,0.992383196,0.992383196,0.021276596,0.978723404,0,0,1127,4642,45.64962704,0,46,100,0,1,0,0,0,160
0xf86ef89f8bf0a1b57ad540a3b4cc8b085637da12,TRUE,0.991932349,0.991932349,0.025641026,0.974358974,0,0,714,4919,35.70956457,1.983864698,12,100,0,1.001185438,0,0,0,160
0xff2b221c1313bcc59b6caf8ce616c8627ab225d9,TRUE,0.991785953,0.991785953,0.020833333,0.979166667,0,0,447,5009,46.61393977,0,47,100,0,1,0,0,0,160
0x159939b24abd3149123aa839b279c595cb989fc5,TRUE,0.991673745,0.991673745,0.01754386,0.98245614,0,0,652,5078,55.5337297,0,56,100,0,1,0,0,0,160
0xa131772b47061c26c509916cb2e9f5c1c7df8620,TRUE,0.991522548,0.991522548,0.022727273,0.977272727,0,0,946,5171,36.68633427,5.949135287,5.285714286,100,0,0.998244633,0,0,1.19,160
0xd2f742da11d1766a115b0aa493a17365aec1587e,TRUE,0.991467283,0.991467283,0.029411765,0.970588235,0,0,824,5205,31.72695306,0.991467283,16,100,0,1.000720778,0,0,1.08,160
0x493de0a3cfb6077b4216a744406079d90adb88f6,TRUE,0.991153691,0.991153691,0.017857143,0.982142857,0,0,1823,5398,54.51345301,0,55,100,0,1,0,0,0,160
0x41abae03b9ab06d7cb7484c08b27f15fe5d0bd1f,TRUE,0.99107573,0.99107573,0.041666667,0.958333333,0,0,351,5446,21.80366606,0.99107573,11,100,0,1,0,0,0,160
0xcbbc5af8e1ebb3c3a65ca076663af8d99cefd3e7,TRUE,0.99072668,0.99072668,0.024390244,0.975609756,0,0,876,5661,39.62906721,0,40,100,0,1,0,0,0,160
0x15d8b9130037c8e1474ed58f824000dbaa15e12c,TRUE,0.990637428,0.990637428,0.027777778,0.972222222,0,0,392,5716,34.67230998,0,35,100,0,1,0,0,0,160
0xd4bf7c19c47370a40b57e9d2fb427a039debdc36,TRUE,0.990499524,0.990499524,0.014925373,0.985074627,0,0,1689,5801,65.3729686,0,66,100,0,1,0,0,0,160
0x1985864d956db971d1cac0952421bb739804ab6c,TRUE,0.990455728,0.990455728,0.035714286,0.964285714,0,0,737,4220,27.73276037,0,27,100,0,1.002988342,0,0,0,160
0x8724c9eabd146e663850da1ddb70ec0294e89a24,TRUE,0.990296794,0.990296794,0.04,0.96,0,0,596,5926,23.76712306,0,24,100,0,1.002988342,0,0,0,160
0xc959559b46d10bafda9f0e0ada19b3700fb9e10f,TRUE,0.990171954,0.990171954,0.024390244,0.975609756,0,0,984,6003,39.60687816,0,40,100,0,0.99886557,0,0,0,160
0x17c538f6e067d12ca38a1728136d58d3c1bbfd0c,TRUE,0.989693961,0.989693961,0.016666667,0.983333333,0,0,2052,6298,58.39194368,0,59,100,0,1,0,0,0,160
0x1b24938083c3b71c204766087aaf934d64843763,TRUE,0.989252025,0.989252025,0.015873016,0.984126984,0,0,2342,6571,61.33362557,0,62,100,0,1,0,0,0,160
