id,Label,mint_count_per_week,burn_count_per_week,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn_per_week,swapOut_per_week,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,token_burn_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
0x3cd1c0b98be4451ca51265bbaeb76cf7b31e1c02,FALSE,44.07147509,16.46682049,0.148132428,0.796519525,0.055348048,0.034507537,0.074893675,0.221979642,100.8719034,136.1038276,0.741001855,0.119760479,0.126458336,0,0,0,0.130261666,1
0x0c52de7bb69edd144d58d772fab1cd196919f5ef,FALSE,13.81317074,6.31627893,0.169770254,0.752599758,0.077629988,0.040579583,0.050907451,0.083952995,42.50206383,18.73239109,2.266526758,0.332225914,0.431319936,0,0,4.00E-07,1.00E-08,1
0xa00d47b4b304792eb07b09233467b690db847c91,FALSE,27.36632663,17.77961345,0.068018589,0.887790452,0.044190959,0.131459168,0.384408998,0.191228317,165.9657225,191.2243321,0.867756843,0.377358491,4.64986389,0,0.064726248,0,0,1
0x114e40ba90e9d8b002bc6936e3299daa393017bb,FALSE,10.55902837,1.912477077,0.056257176,0.933553387,0.010189437,0.036312186,0.077704431,0.140361518,90.39821226,84.82239881,1.065396825,0.46728972,4.754047582,1.48E-08,0.693920988,0.003748588,0,1
0x40829a59080a12f16bb8fba22354a6a42c810aab,FALSE,9.662389928,6.450369298,0.024122519,0.959773892,0.016103589,0.088733275,0.206316358,0.171453783,204.9111194,179.5308908,1.141202346,0.476190476,5.466876961,0,0.790201641,0,1.00E-08,1
0x3f759c3f4cdba32e69ddf607e0cdcc2547061b97,FALSE,43.13652027,14.77804309,0.123232845,0.834549093,0.042218062,0.033506317,0.274478575,0.152553943,138.0187877,154.1074218,0.895469872,0.480769231,1.717221306,0,3.49E-06,0.467129077,1.96E-07,1
0x182885fa47b63c02d06a8d65db3bf3871be9f998,FALSE,8.367789506,3.606805822,0.045901639,0.934313171,0.019785189,0.125160144,0.194190522,0.179786452,74.01165546,96.3120206,0.768292683,0.495049505,1.843214799,0.247900919,1.08E-12,0.074932768,0,1
0x6b8bc6cebaa266429f387125d433e46f59cdb499,FALSE,15.14703104,2.748453212,0.210884354,0.75085034,0.038265306,0.559302358,0.361322515,0.465408808,26.62945779,27.30130191,0.973214286,0.595238095,1.015273279,0.104807695,-0.068511233,0,0.043933532,1
0x0ed2b16d5ac4a997f896562f7e8a8a357c1f8222,FALSE,94.80123933,27.63120506,0.188018601,0.757180633,0.054800766,0.050294158,0.16721689,0.166052434,183.5797035,198.1998752,0.926020408,0.598802395,2.1292989,0.001008743,1.53E-07,0,1.34E-07,1
0x5c460c0054fd472a821a5a601378f0d2bf02a9b4,FALSE,10.23712123,6.304444955,0.051614881,0.916598528,0.03178659,0.04315763,0.098011197,0.135066327,104.1348352,77.66022065,1.340553236,0.609756098,5.785377885,0.520423911,0.219280741,1.16E-05,0.068415266,1
0x49179a590b086ee09dacc5750cfdb312c0c73d10,FALSE,8.845857536,3.588583179,0.068912497,0.903131115,0.027956388,0.254057507,0.37273821,0.26959752,63.76912309,52.16005651,1.222145805,0.675675676,1.418157525,0,0,0.0017,0,1
0x748a9631bad6af6d048ae66e2e6e3f44213fb1e0,FALSE,8.378491918,5.776230899,0.121881273,0.794092343,0.084026384,0.199536892,0.178608609,0.275227315,28.92058269,25.66775642,1.125863392,0.704225352,1.6104534,0,0.046495459,0.653577388,0.000387733,1
