Label,txcount,mint_count,swap_count,burn_count,mint_ratio,swap_ratio,burn_ratio,mint_mean_period,swap_mean_period,burn_mean_period,swapIn,swapOut,swap_rate,LP_avg,LP_stdev,LPCreator_holding_ratio,Lock_ratio,Creator_token_holding_ratio,number_of_token_creation_of_Creator
True,1794,1,1792,1,0.000557414,0.998885173,0.032764542084000002064581025251754908822476863861083984375,0.0,0.00041196,1.0,993,799,1.24125,100.0,0.0,0.00001571348402557495155912867583,0.9999842865159744250484408714,1.040000000000000017964111054E+56,1
True,6,2,4,0,0.333333333,0.666666667,0,0.497563306,0.974926847,0.0,1,3,0.25,100.0,0.0,0.9999999986216096811055396418,1.378390318894460358176119571E-9,9541984.732824427594581006099,1
True,43,1,42,0,0.023255814,0.976744186,1.81800001818000042277405379441850811290522726103302542099982019863091409206390380859375E-15,0.0,0.052364194,0.0,32,10,2.909090909,100.0,0.0,0E+56,1.000000000000000000000000000,126206.8233303942333039423330,1
True,55,2,52,1,0.036363636,0.945454545,0,0.010865959,0.196499668,0.04114134,42,10,3.818181818,100.0,0.0,0.5000000001290994005571600925,0.4999999998709005994428399075,6250,1
True,170,2,167,1,0.011764706,0.982352941,0,0.026314514,0.425490671,0.900896535,121,46,2.574468085,100.0,0.0,0E+40,1.000000000000000000000000000,6250,1
True,97,1,96,0,0.010309278,0.989690722,0,0.0,0.424205423,0.0,63,33,1.852941176,100.0,0.0,0E+40,1.000000000000000000000000000,6250,1
True,97,1,96,0,0.010309278,0.989690722,0,0.0,0.312843549,0.0,72,24,2.88,100.0,0.0,0E+40,1.000000000000000000000000000,6250,1
True,19,1,18,0,0.052631579,0.947368421,0,0.0,0.091500965,0.0,11,7,1.375,100.0,0.0,0E+40,1.000000000000000000000000000,5000,1
True,181,2,176,3,0.011049724,0.972375691,0,0.002503419,0.406880508,0.409551341,88,88,0.988764045,100.0,0.0,1,0,126.6666666666666666666666667,1
True,30,1,29,0,0.033333333,0.966666667,0,0.0,0.156307711,0.0,23,6,3.285714286,100.0,0.0,1,0,4.988026228000000119209289551,1
True,11833,10,11814,9,0.000845094,0.998394321,0,0.114867845,0.452197723,0.167126106,6334,5480,1.155628535,100.0,0.0,0E+42,1.000000000000000000000000000,1.835168695162701658695105106,1
True,5,1,4,0,0.2,0.8,0,0.0,0.664404158,0.0,1,3,0.25,100.0,0.0,1,0,1.223649652000000029802322388,1
True,4,2,2,0,0.5,0.5,0,0.155507559,0.572894168,0.0,2,0,2.0,50.0,49.59128064,1.006711409395973103690571007,-0.01006711409395960002037915805,1.017536396100841390699911507,1
True,13,1,12,0,0.076923077,0.923076923,0.5,0.0,0.169404762,0.0,5,7,0.625,100.0,0.0,1,0,1.01,1
True,7,1,6,0,0.142857143,0.857142857,4.334203655352480468697983569288656457985098313656635582447052001953125E-8,0.0,0.618872549,0.0,5,1,2.5,100.0,0.0,0E+40,0.9999999999999999999999999999,1,1
True,3,1,2,0,0.333333333,0.666666667,4.999999999999999595608784097607424260283877425408039339794067349473352563143833951421653172264569775506970472633838653564453125E-33,0.0,0.739082969,0.0,2,0,2.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,38,1,36,1,0.026315789,0.947368421,0,0.0,0.0847711,0.380620572,33,3,8.25,100.0,0.0,0E+31,0.9999999999999999999999999997,1,1
True,37,1,36,0,0.027027027,0.972972973,0,0.0,0.111184138,0.0,36,0,36.0,100.0,0.0,1,0,1,1
True,35,1,34,0,0.028571429,0.971428571,0,0.0,0.413773952,0.0,25,9,2.5,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,20,1,19,0,0.05,0.95,5.0600000000000003669755962271442274268501573643170660167829932938980685985796981185558252036571502685546875E-24,0.0,0.33072407,0.0,15,4,3.0,100.0,0.0,0E+29,1.000000000000000000000000000,1,1
True,19,1,18,0,0.052631579,0.947368421,4.999999999899999946736061128246376499048645170643235937337758848148829005086923871203907765448093414306640625E-27,0.0,0.083375657,0.0,15,3,3.75,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,20,1,19,0,0.05,0.95,5.06999999999999955382951331429409897472650897189139218568243450135923922061920166015625E-16,0.0,0.117471136,0.0,18,1,9.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,36,1,35,0,0.027777778,0.972222222,4.99999999999999953768726113948185698364967255837765378455208979679991188049825723282992839813232421875E-22,0.0,0.336502661,0.0,31,4,6.2,100.0,0.0,0E+34,1.000000000000000000000000000,1,1
True,14,1,13,0,0.071428571,0.928571429,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.413445378,0.0,10,3,2.5,100.0,0.0,0E+30,1.000000000000000000000000000,1,2
True,19,1,18,0,0.052631579,0.947368421,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.24544201,0.0,17,1,8.5,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,28,1,27,0,0.035714286,0.964285714,5.06999999999999955382951331429409897472650897189139218568243450135923922061920166015625E-16,0.0,0.354417671,0.0,24,3,6.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,114,1,113,0,0.00877193,0.99122807,5.09000000000000064918857020733650200069254148382857406984758341650376678444445133209228515625E-18,0.0,0.137065132,0.0,85,28,2.931034483,100.0,0.0,0E+32,0.9999999999999999999999999998,1,1
True,29,1,28,0,0.034482759,0.965517241,3.2472324723247233175455985601561755015710686311791732805431820452213287353515625E-12,0.0,0.0652971,0.0,25,3,6.25,100.0,0.0,0E+42,1.000000000000000000000000000,1,1
True,20,1,19,0,0.05,0.95,0,0.0,0.131556027,0.0,19,0,19.0,100.0,0.0,1,0,1,1
True,118,1,117,0,0.008474576,0.991525424,0,0.0,0.107943748,0.0,97,20,4.619047619,100.0,0.0,0E+27,1.000000000000000000000000000,1,1
True,66,1,65,0,0.015151515,0.984848485,5.0000000000000003114079572888992820944853434639298939146101474761962890625E-10,0.0,0.035741223,0.0,55,10,5.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,36,1,35,0,0.027777778,0.972222222,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.101729052,0.0,31,4,6.2,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,42,1,41,0,0.023809524,0.976190476,5.089999999999998892740460926177404013640657846374859563098880244069732725620269775390625E-16,0.0,0.242461844,0.0,30,11,2.5,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,24,1,23,0,0.041666667,0.958333333,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.13380571,0.0,22,1,11.0,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,18,1,17,0,0.055555556,0.944444444,4.999999999999999279191351416257544831292633077056940249516259200390777550637722015380859375E-17,0.0,0.079790155,0.0,16,1,8.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,9,1,8,0,0.111111111,0.888888889,4.999999999899999449800526295527621655297149006087764622208169384975917637348175048828125E-16,0.0,0.294104922,0.0,7,1,3.5,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,9,1,8,0,0.111111111,0.888888889,0.00008843930635838150532655743685239713158807717263698577880859375,0.0,0.220806794,0.0,7,1,3.5,100.0,0.0,0E+41,1.000000000000000000000000000,1,1
True,5,1,4,0,0.2,0.8,0,0.0,0.690265487,0.0,4,0,4.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,52,1,51,0,0.019230769,0.980769231,4.999999999999999205235641551787688073943080081795731217653155908919870853424072265625E-15,0.0,0.0879176,0.0,48,3,12.0,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,8,1,7,0,0.125,0.875,4.999999999899999700658294155809375776226832766013785658287815749645233154296875E-12,0.0,0.321448624,0.0,6,1,3.0,100.0,0.0,1,0,1,1
True,15,1,14,0,0.066666667,0.933333333,4.999999999999999205235641551787688073943080081795731217653155908919870853424072265625E-15,0.0,0.187020011,0.0,12,2,4.0,100.0,0.0,0E+33,0.9999999999999999999999999999,1,2
True,12,1,11,0,0.083333333,0.916666667,5.04999999999999922884243417614603717115165349392513771675794487236998975276947021484375E-16,0.0,0.323483058,0.0,10,1,5.0,100.0,0.0,0E+30,1.000000000000000000000000000,1,2
True,13,1,12,0,0.076923077,0.923076923,0,0.0,0.450518263,0.0,11,1,5.5,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,21,1,20,0,0.047619048,0.952380952,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.122530968,0.0,18,2,6.0,100.0,0.0,0,1,1,1
True,14,1,13,0,0.071428571,0.928571429,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.202172601,0.0,8,5,1.333333333,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,23,1,22,0,0.043478261,0.956521739,5.0599999999999993913359737452200680729390812329082649512201896868646144866943359375E-16,0.0,0.361437457,0.0,17,5,2.833333333,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,6,1,5,0,0.166666667,0.833333333,5.04999999999999972515585041775605656955150379872065968811511993408203125E-9,0.0,0.461919505,0.0,3,2,1.0,100.0,0.0,0E+32,1.000000000000000000000000000,1,1
True,16,1,15,0,0.0625,0.9375,0,0.0,0.252162501,0.0,15,0,15.0,100.0,0.0,0E+30,1.000000000000000000000000000,1,1
True,18,1,17,0,0.055555556,0.944444444,0,0.0,0.253546911,0.0,14,3,3.5,100.0,0.0,1,0,1,1
True,87,1,86,0,0.011494253,0.988505747,5.99999999999999996009924247016530107767806612173444591462612152099609375E-9,0.0,0.196647852,0.0,86,0,86.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,11,1,10,0,0.090909091,0.909090909,5.0000000000000003114079572888992820944853434639298939146101474761962890625E-10,0.0,0.205273713,0.0,10,0,10.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,56,1,55,0,0.017857143,0.982142857,0,0.0,0.206831977,0.0,55,0,55.0,100.0,0.0,0E+28,1.000000000000000000000000000,1,1
True,24,1,23,0,0.041666667,0.958333333,5.0000000000000009091751968291731877632767810926139873117790557444095611572265625E-13,0.0,0.073476486,0.0,19,4,3.8,100.0,0.0,0E+31,1.000000000000000000000000000,1,1
True,29,1,28,0,0.034482759,0.965517241,0.000262135922330097100203805116080957304802723228931427001953125,0.0,0.212598425,0.0,23,5,3.833333333,100.0,0.0,0E+41,1.000000000000000000000000000,1,1
True,14,1,13,0,0.071428571,0.928571429,4.06930693069306955299948931111898568660327490942307804289157502353191375732421875E-13,0.0,0.307330663,0.0,11,2,3.666666667,100.0,0.0,0E+42,0.9999999999999999999999999997,1,1
True,17,1,16,0,0.058823529,0.941176471,4.00000000000000012149498225360148365441388673691136546040070243179798126220703125E-13,0.0,0.535449735,0.0,14,2,4.666666667,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,148,1,147,0,0.006756757,0.993243243,5.0000000000000001046128041506423633766331704464391805231571197509765625E-9,0.0,0.082227529,0.0,134,13,9.571428571,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
True,12,1,11,0,0.083333333,0.916666667,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.304238309,0.0,11,0,11.0,100.0,0.0,0E+29,0.9999999999999999999999999998,1,1
True,9,1,8,0,0.111111111,0.888888889,0,0.0,0.167845425,0.0,8,0,8.0,100.0,0.0,1,0,1,1
True,154,1,153,0,0.006493506,0.993506494,4.999999999999999773740559129431293428069693618454039096832275390625E-8,0.0,0.17586654,0.0,148,5,24.66666667,100.0,0.0,0E+31,0.9999999999999999999999999997,1,1
True,7,1,6,0,0.142857143,0.857142857,5.0000000000000001518687278170018545680173584211392068255008780397474765777587890625E-14,0.0,0.731170336,0.0,6,0,6.0,100.0,0.0,0E+33,1.000000000000000000000000000,1,1
